galaxy,family,r_kpc,v_obs_km_s,e_v_obs_km_s,v_gas_km_s,v_disk_km_s,v_bulge_km_s,upsilon_disk,upsilon_bulge,v_baryon_km_s,v_residual_km_s,residual_fraction,H,B,S_eff,V,R_resp,R_rob,D_struct,v_nfw_like_km_s,v_rar_km_s,nfw_fractional_residual,rar_sigma_residual
LSB_01,low_surface_brightness,11.996969696969696,78.23400584311568,3.1293602337246273,12.723507539063695,41.06631713087712,0.0,0.5,0.7,31.70345163296098,71.52237988781667,0.8357815461995665,1.0,0.5564104833658898,0.981359843062362,0.3250000000003628,0.565491682675083,0.565491682675083,0.15360394169565347,11.48734728330806,84.83616953191493,0.8142215656231979,2.109748701235723
LSB_01,low_surface_brightness,12.703030303030303,80.49960437335086,3.2199841749340345,13.067307668657955,38.65584382533125,0.0,0.5,0.7,30.29672689634257,74.5807927259723,0.8583541247838347,1.0,0.567034044499034,0.988842171149946,0.3250000000014871,0.569068000335092,0.569068000335092,0.1587501062460137,11.712359770980981,83.9069881207865,0.8371850773268833,1.0581989110258394
LSB_01,low_surface_brightness,13.409090909090908,81.2297010342989,3.249188041371956,13.385167114684236,36.27444598282135,0.0,0.5,0.7,28.93234201319237,75.90246317316219,0.8731362715271953,1.0,0.5539779356725074,0.9970461336503421,0.3250000000030691,0.5646663956903245,0.5646663956903245,0.1602349812031819,11.924658649292137,82.91241550472579,0.8515855307887568,0.5178876842462982
LSB_01,low_surface_brightness,14.115151515151513,84.14802077977616,3.3659208311910467,13.679043174438407,33.94537623237108,0.0,0.5,0.7,27.627169705685773,79.48351335470066,0.8922083847514397,1.0,0.32379265714161387,1.0,0.3250000000000238,0.47211752192327283,0.47211752192327283,0.13689884378561512,12.125290977153657,81.88624733002408,0.8714450776368433,0.6719627594306029
LSB_01,low_surface_brightness,14.82121212121212,85.03162106492859,3.4012648425971435,13.950745461648385,31.68636599901811,0.0,0.5,0.7,26.393866599033355,80.83155563814195,0.9036514645883076,1.0,0.6883289493286177,0.9232019691815924,0.3250000000000594,0.6070527983116275,0.6070527983116275,0.1782833488399707,12.315179478098731,80.8580328409179,0.882675566046895,1.2270694630247643
LSB_01,low_surface_brightness,15.527272727272727,84.13667161024227,3.365466864409691,14.201947049613345,29.51056481333228,0.0,0.5,0.7,25.241474160614388,80.26112067401492,0.9099966291846934,1.0,0.4098281922664053,0.9444464270726604,0.3250000000000601,0.5106951464960344,0.5106951464960344,0.15103753010204962,12.49514222035844,79.8533796367536,0.8879413910117114,1.2727185101078005
LSB_01,low_surface_brightness,16.233333333333334,87.11492313625598,3.4845969254502394,14.434194773561838,27.427339110108374,0.0,0.5,0.7,24.175926954132702,83.693096423446,0.9229839653722315,1.0,0.5744334052385054,0.9278312888147484,0.3250000000000575,0.571532611559138,0.571532611559138,0.1714425167508605,12.665908423436075,78.89413699004855,0.9018448128713978,2.3591784995750222
LSB_01,low_surface_brightness,16.939393939393938,86.51890803023151,3.4607563212092605,14.648918755668111,25.442950137610786,0.0,0.5,0.7,23.20048871387496,83.35021757728663,0.9280928282161568,1.0,0.8268742619985873,0.825824820951017,0.32500000000010637,0.6453187416849784,0.6453187416849784,0.1946476012232372,12.82813129207441,77.99849574409188,0.9061089285483138,2.4620087331553067
LSB_01,low_surface_brightness,17.645454545454545,88.36505753959895,3.5346023015839583,14.847441211379245,23.561127973901158,0.0,0.5,0.7,22.316135109526396,85.50072226449316,0.9362211278443627,1.0,0.6511626408160721,0.8153551131164812,0.3250000000002958,0.5959240949771047,0.5959240949771047,0.18132293670062125,12.982398539544898,77.18104583017562,0.914636292247075,3.1641499538467026
LSB_01,low_surface_brightness,18.35151515151515,88.5834775526369,3.5433391021054756,15.030984591280202,21.783556362910435,0.0,0.5,0.7,21.521899583711257,85.92927518388116,0.9409723150799124,1.0,0.27632081904022504,0.7239396778475392,0.3250000000000143,0.4478153638803809,0.4478153638803809,0.13694910439564054,13.129241093743047,76.45283327569985,0.9190051610251191,3.423506451789765
LSB_01,low_surface_brightness,19.05757575757576,90.01795752534171,3.6007183010136687,15.200679108632364,20.110281096664316,0.0,0.5,0.7,20.815195128968632,87.57830969353762,0.9465309259247858,1.0,0.7313987105901489,0.44980482502433833,0.3250000000001299,0.619458928694175,0.5718279975931294,0.17590718731032115,13.269140358907762,75.82145535033284,0.9248025499936091,3.9426861498752337
LSB_01,low_surface_brightness,19.763636363636362,87.30697949196298,3.492279179678519,15.357569698938168,18.54005294350439,0.0,0.5,0.7,20.19212045902353,84.93990192705857,0.9465108212545782,1.0,0.24861263490631094,0.5652349002869057,0.3250000000000174,0.432316872755783,0.432316872755783,0.13298759443915045,13.402534318058564,75.29122423335352,0.9229453608569279,3.440662856660723
LSB_01,low_surface_brightness,20.46969696969697,91.35622991415113,3.6542491965660453,15.502622454387078,17.070614622086243,0.0,0.5,0.7,19.647754191030558,89.21842017978173,0.9537459788529682,1.0,0.5875058824001251,0.5993257999908314,0.3250000000011406,0.5758356211157234,0.5758356211157234,0.17849029513943876,13.529822696604592,74.86341670147587,0.9318124821814956,4.513324714738615
LSB_01,low_surface_brightness,21.175757575757576,89.69939769204619,3.5879759076818476,15.636730572804568,15.698940018369086,0.0,0.5,0.7,19.176436109367565,87.6256026767246,0.9542957336580854,1.0,0.42112509355770933,0.4567171976252611,0.3250000000000376,0.5153451111986435,0.5000177962264543,0.15507857614992548,13.651371359352778,74.53661176368249,0.9311338696078822,4.225999928232577
LSB_01,low_surface_brightness,21.88181818181818,93.13635603460642,3.725454241384257,15.760719857736246,14.421432712375253,0.0,0.5,0.7,18.772031088106186,91.22495088643316,0.9593758726217079,1.0,0.25510469604123687,0.36936295167609595,0.32500000000001283,0.43604763776368927,0.41832496809113345,0.13043253642311592,13.767516076749022,74.30710287089298,0.93752480302295,5.0542167327002545
LSB_01,low_surface_brightness,22.587878787878786,90.82824600373537,3.633129840149415,15.875353803535189,13.234089901028877,0.0,0.5,0.7,18.428169364906445,88.93915249187724,0.9588355293613999,1.0,0.614355575338626,0.10328884851213878,0.336875221215645,0.5915111795571876,0.3823715546959913,0.12350904477971082,13.878565768428244,74.16935936345551,0.9354876564588487,4.585271480304362
LSB_01,low_surface_brightness,23.293939393939393,91.9592748154143,3.678370992616572,15.981338296765198,12.132636953514279,0.0,0.5,0.7,18.138456755704,90.15267389877212,0.9610946262048949,1.0,0.4145073018836419,0.2648614807536077,0.3270552842637096,0.5137097225051324,0.4353043826348841,0.136829695058521,13.984805310769778,74.11650534382863,0.9379674944873686,4.850725907582637
LSB_01,low_surface_brightness,24.0,92.06839137017657,3.682735654807063,16.07932596286999,11.112637099413208,0.0,0.5,0.7,17.89664982816204,90.31222848773112,0.9622147438309824,1.0,0.3193753531449998,0.15393209317184373,0.326715084159902,0.47078598737201266,0.3559999521922416,0.11191573025045873,14.086497978535297,74.14078380118528,0.9388056304991934,4.868013685856177
LSB_02,low_surface_brightness,0.7,9.19969585190635,3.0,1.2571440498254065,18.48630425337681,0.0,0.5,0.7,13.132103168808118,0.0,0.0,0.08790338084993347,0.4792333565489891,1.0806258158635042e-91,0.3250000000001202,0.2392279908850772,6.2019438406792585e-24,0.0,1.7990277964715928,27.54092215947029,0.038240961930390484,6.113742102521314
LSB_02,low_surface_brightness,1.406060606060606,18.499293337371075,3.0,2.4298961032408313,33.010319388260456,0.0,0.5,0.7,23.467956624513075,0.0,0.0,0.1409816643599663,0.5292144480092915,1.0806258158635042e-91,0.32500000000016555,0.28944045276018004,7.15464774327013e-24,0.0,2.520579658872768,44.53773215169851,0.018564812893070378,8.679479604775812
LSB_02,low_surface_brightness,2.1121212121212123,24.92863555255775,3.0,3.5141607265984196,44.08168156643721,0.0,0.5,0.7,31.367923910816156,0.0,0.0,0.14633976142532082,0.5535603510884337,1.0806258158635042e-91,0.32500000000017604,0.29748853061891023,7.303339752632493e-24,0.0,3.0545327708747827,57.40231611391054,0.015013866880246711,10.824560187117596
LSB_02,low_surface_brightness,2.8181818181818183,31.575362140542392,3.0,4.516614544556757,52.287990622066104,0.0,0.5,0.7,37.248044090807475,0.0,0.0,0.2034229218246766,0.5398867117238917,1.0806258158635042e-91,0.3250000000001374,0.32925215719890033,7.880709275985223e-24,0.0,3.4892475354825403,67.38520789911695,0.01221144001339821,11.936615252858184
LSB_02,low_surface_brightness,3.5242424242424244,38.234829025724665,3.0,5.443430411727063,58.12893256089733,0.0,0.5,0.7,41.46223986933159,0.0,0.0,0.36239032812517274,0.5390818589507641,1.0806258158635042e-91,0.3880798390839644,0.42323749215104284,9.513863889905344e-24,0.0,3.8593544324579274,75.15235479419572,0.010188518177465291,12.305841922823683
LSB_02,low_surface_brightness,4.2303030303030305,43.770329402839465,3.0,6.300315423535503,62.02855736784796,0.0,0.5,0.7,44.311002459933604,0.0,0.0,0.8009124816586005,0.5252368144357672,0.5758998736973321,0.45437169335150934,0.576037154075743,0.5760028309135447,0.0,4.182850810118914,81.15003941781045,0.009132404086748855,12.459903338323661
LSB_02,low_surface_brightness,4.9363636363636365,49.4118833442351,3.0,7.092546059059385,64.34591424372691,0.0,0.5,0.7,46.048914748671415,17.91735655988044,0.13148767854224117,1.0,0.5798249495737631,0.34656572948542486,0.6274593753782348,0.7138837624912311,0.595891281969126,0.04916292369933104,4.470574006579569,85.70899954950306,0.12330182891522927,12.099038735089321
LSB_02,low_surface_brightness,5.642424242424243,53.34198392598433,3.0,7.825000672237853,65.38425765627994,0.0,0.5,0.7,46.89116345487627,25.42805613899825,0.2272416817895603,1.0,0.4858480085180857,0.3453702004591882,0.6591656927141699,0.6841715447332439,0.5766933869858752,0.08638285664159337,4.729681008073728,89.08728593455513,0.21937982056769603,11.915100669523598
LSB_02,low_surface_brightness,6.348484848484849,58.74909895116632,3.0,8.502189531529629,65.39901045629998,0.0,0.5,0.7,47.01917174048974,35.222920327710796,0.3594581216813182,1.0,0.523965087792628,0.29654930653577394,0.5151656088233837,0.6462735835506465,0.5319080114164468,0.09849897135010151,4.965208973224048,91.49222315354692,0.35231525337730196,10.914374734126866
LSB_02,low_surface_brightness,7.054545454545455,65.13831015451517,3.0,9.12828259299439,64.60464656995995,0.0,0.5,0.7,46.585466857296645,45.52794446791475,0.4885208570032137,1.0,0.33617431930185177,0.4044425732460567,0.5355270434783345,0.5646534427419614,0.5194583139232999,0.13589867390360036,5.180872334705534,93.09346857856443,0.4821948042977691,9.318386141349754
LSB_02,low_surface_brightness,7.760606060606061,68.55495223440678,3.0,9.7071351778173,63.18063501443358,0.0,0.5,0.7,45.717882647536875,51.084798933614714,0.5552719196607565,1.0,0.6092365770336089,0.7574715781788617,0.638187634088149,0.7298687758728974,0.7298687758728974,0.25864189947071325,5.379509477351098,94.03162578611406,0.5491143733225826,8.49222451723576
LSB_02,low_surface_brightness,8.466666666666667,68.3442414415912,3.0,10.242311712392295,61.2765688271958,0.0,0.5,0.7,44.52318376790726,51.85191843505571,0.5756066506406621,1.0,0.3804563306404804,0.6876319420930905,0.4933601157121299,0.5725625662716681,0.5725625662716681,0.16259709841047254,5.5633511282909485,94.42434714896791,0.5689803812672976,8.693368569125573
LSB_02,low_surface_brightness,9.172727272727272,73.64898943660616,3.0,10.737107677149584,59.01658662711813,0.0,0.5,0.7,43.09018716400259,59.727794327302526,0.6576871701869408,1.0,0.5389563330814379,0.5613130968619282,0.4840730293336437,0.6389813097731403,0.6186106752823293,0.19694622751803909,5.734190668568393,94.37087320489171,0.6516252435645133,6.907294589428517
LSB_02,low_surface_brightness,9.878787878787879,77.24296257854513,3.0897185031418055,11.194569899282548,56.50318065415703,0.0,0.5,0.7,41.4924463878436,65.15252996363571,0.7114505583376042,1.0,0.4202590970702068,0.7483455393184897,0.34973673393944743,0.5277393255480173,0.5277393255480173,0.131312307245889,5.8934970652442855,93.95552117642251,0.7056291468511863,5.409087779641761
LSB_02,low_surface_brightness,10.584848484848484,79.05870322718906,3.162348129087562,11.617515314331524,53.82047301541823,0.0,0.5,0.7,39.79055566187042,68.31537335098407,0.7466851587967311,1.0,0.6189376346427777,0.8407430752289748,0.32500000000070767,0.5859268734044938,0.5859268734044938,0.14218844266648425,6.042492517635166,93.2504235122884,0.7408435446192584,4.487715996402367
LSB_02,low_surface_brightness,11.29090909090909,81.45401034902524,3.2581604139610096,12.008548312153485,51.03703128055546,0.0,0.5,0.7,38.034123015149476,72.02889203928926,0.7819671805993623,1.0,0.42898495756128985,0.8446914711916504,0.3250000000001312,0.5185314968341839,0.5185314968341839,0.13177924910525624,6.182207489272063,92.31770545338155,0.7762066536739793,3.3343033258295294
LSB_02,low_surface_brightness,11.996969696969696,84.64167426220685,3.385666970488274,12.370076774089702,48.2082853275514,0.0,0.5,0.7,36.26345524778599,76.4798982439265,0.8164434554798218,1.0,0.5821132834079586,0.8692821216691812,0.3250000000002897,0.574068376307162,0.574068376307162,0.15232566987115656,6.313520733316387,91.21122677357369,0.8108796142137797,1.940401276508123
LSB_02,low_surface_brightness,12.703030303030303,88.23587862123264,3.5294351448493058,12.704326900084123,45.37859927321495,0.0,0.5,0.7,34.510991842943504,81.20690683727085,0.8470235941937573,1.0,0.34120621114025296,0.9376266239678477,0.3250000000000371,0.48043366280050265,0.48043366280050265,0.13225506054702493,6.437189059096209,89.97797386378458,0.8417012605029345,0.4935903823291026
LSB_02,low_surface_brightness,13.409090909090908,90.33031245627105,3.613212498250842,13.013356917054118,42.58304528418159,0.0,0.5,0.7,32.802520194155356,84.1638878460328,0.8681295773563855,1.0,0.5277572820623192,0.9972017950926745,0.32500000000005713,0.5556131703990241,0.5556131703990241,0.15676187370747507,6.553869902533833,88.65916323834358,0.8628654230950913,0.4625106380365031
LSB_02,low_surface_brightness,14.115151515151513,90.80053079966805,3.632021231986722,13.29906975292623,39.84891992495736,0.0,0.5,0.7,31.158200620158233,85.28717915147293,0.8822480890169825,1.0,0.6266401343477708,1.0,0.3250000000002872,0.58834742343189,0.58834742343189,0.16869722675042545,6.664138734013129,87.29110095421287,0.8768615317098042,0.9662470622550637
LSB_02,low_surface_brightness,14.82121212121212,93.5677332942548,3.742709331770192,13.563224754380373,37.19703834667343,0.0,0.5,0.7,29.593426577870016,88.76457523812645,0.8999681521687726,1.0,0.6172853067059292,0.9955231160960213,0.325000000000076,0.5854050081453096,0.5854050081453096,0.1712249056215759,6.768502688385531,85.90583167970684,0.8947353659288766,2.0471537956499826
LSB_02,low_surface_brightness,15.527272727272727,93.86987746841018,3.754795098736407,13.807448520457418,34.64283695478137,0.0,0.5,0.7,28.119543217891444,89.55917141840627,0.9102645549103776,1.0,0.7207839311561643,0.9663899326996231,0.32500000000009854,0.6164475805095013,0.6164475805095013,0.1823673743119249,6.867411381268189,84.53160493109631,0.9049123389860861,2.487025867391927
LSB_02,low_surface_brightness,16.233333333333334,95.96803310362819,3.8387213241451277,14.033244918740676,32.197311129257656,0.0,0.5,0.7,26.744445870619014,92.16614341965604,0.9223370254707347,1.0,0.3886665121432124,0.942714369836243,0.3250000000000263,0.5017493609300708,0.5017493609300708,0.15040415425493936,6.961265596439953,83.19318364337693,0.9170753601542766,3.327891863339724
LSB_02,low_surface_brightness,16.939393939393938,96.47877975963607,3.8591511903854427,14.242004345788441,29.867811031108314,0.0,0.5,0.7,25.47307903808361,93.05523729607006,0.9302893259093086,1.0,0.8175092601102011,0.8153967968559388,0.32500000000006835,0.6428732383290569,0.6428732383290569,0.19436888624737944,7.050424339473204,81.91202122813218,0.924949010490605,3.774601670904995
LSB_02,low_surface_brightness,17.645454545454545,95.91791646121725,3.83671665844869,14.435012288840932,27.6587154476231,0.0,0.5,0.7,24.307855723721932,92.78671698242033,0.9357765210799225,1.0,0.24720224224842563,0.8209756630036853,0.3250000000000222,0.43149780307629343,0.43149780307629343,0.13123029173032705,7.135210621402002,80.70633684042997,0.9302428400514137,3.9647388574526157
LSB_02,low_surface_brightness,18.35151515151515,98.1797677808057,3.927190711232228,14.613457241522418,25.572000947764426,0.0,0.5,0.7,23.24901608210628,95.38736841273533,0.9439255329355215,1.0,0.31098587657392224,0.859457395675489,0.3250000000000476,0.4658091433033613,0.4658091433033613,0.14289897174765173,7.215916243648688,79.59112348449305,0.9385237271438934,4.733318461756119
LSB_02,low_surface_brightness,19.05757575757576,100.63784394465712,4.0255137577862845,14.778438022281465,23.607721287388546,0.0,0.5,0.7,22.294942981984136,98.13720574409705,0.950921635226921,1.0,0.28447638522062235,0.7848501243254863,0.32500000000002705,0.45217844977766003,0.45217844977766003,0.1397455380350193,7.292805789112033,78.57812803621655,0.9456703374157316,5.4799752865760105
LSB_02,low_surface_brightness,19.763636363636362,102.65096061624097,4.106038424649639,14.93097054063433,21.764409977157325,0.0,0.5,0.7,21.4424497693753,100.38645856551007,0.956366227095122,1.0,0.4981492094511261,0.6072269208516399,0.3250000000000518,0.5450222958324108,0.5450222958324108,0.16940329794311534,7.366119976106406,77.67584411537581,0.9512168874241552,6.082533556172514
LSB_02,low_surface_brightness,20.46969696969697,102.40145835939443,4.096058334375777,15.071994052876326,20.039417165057763,0.0,0.5,0.7,20.687052107237154,100.29010195050779,0.9591882767218047,1.0,0.5498058968222888,0.572344762294783,0.32500000001841983,0.5632453108694563,0.5632453108694563,0.1755839472189175,7.4360784963148365,76.88955606244991,0.9539150596703143,6.228403068100451
LSB_02,low_surface_brightness,21.175757575757576,105.55328035585441,4.222131214234176,15.202376945782218,18.429190456346316,0.0,0.5,0.7,20.023231388559484,103.63669812687881,0.9640147219506928,1.0,0.21723226913988342,0.4901643005739746,0.3250000000000112,0.41330364292041993,0.41330364292041993,0.12949000883362402,7.502882431413295,76.22146403311953,0.9589621464381136,6.94715887176784
LSB_02,low_surface_brightness,21.88181818181818,104.74580567338893,4.1898322269355575,15.322922083910239,16.929507966701383,0.0,0.5,0.7,19.444692365447363,102.92515603573536,0.965538921111238,1.0,0.3072461468740896,0.212855311272141,0.32500000000001683,0.4639344278716716,0.38182430892146557,0.11981652516928087,7.566716323021313,75.67090689228651,0.9603204699669483,6.9393945166076
LSB_02,low_surface_brightness,22.587878787878786,104.2503001941347,4.170012007765388,15.43437175343699,15.535670753381726,0.0,0.5,0.7,18.94461306815301,102.5145195875451,0.9669769752085818,1.0,0.16618273464249192,0.20615653036125164,0.32500000000001056,0.37799821943025197,0.3248378217951485,0.10208597566466884,7.627749955378188,75.2346832841726,0.9616234695305629,6.958161476736581
LSB_02,low_surface_brightness,23.293939393939393,104.20899732886953,4.168359893154781,15.537412232966165,14.24266077151676,0.0,0.5,0.7,18.51588161075183,102.55085203188202,0.9684297256461674,1.0,0.10183030822424494,0.39109292034767956,0.3250000000000086,0.32106044731053895,0.32106044731053895,0.10105045629405651,7.6861398983936615,74.90745521490122,0.962989635010302,7.029513493325485
LSB_02,low_surface_brightness,24.0,108.44368619085871,4.3377474476343485,15.632678019456934,13.045269638441592,0.0,0.5,0.7,18.15131268062547,106.91381071981115,0.9719839094041561,1.0,0.09893692377678642,0.539671236205194,0.3250000000000132,0.31799033575398006,0.31799033575398006,0.10045148415214455,7.742030849588007,74.68220604306462,0.9668870664535084,7.783182528573992
HSB_01,high_surface_brightness,0.7,38.6803643303929,3.0,5.90857703417941,47.2427775364074,0.0,0.5,0.7,33.92419928673442,18.58276856353377,0.23080208300427837,1.0,0.5492962891894686,0.9353585020615127,0.8344412022263092,0.7710232395816671,0.7710232395816671,0.1484919575626792,37.76665496956225,48.641446896079636,0.7225118252794586,3.3203608552289126
HSB_01,high_surface_brightness,1.406060606060606,67.86157818912017,3.0,11.420511685231906,84.35970510333227,0.0,0.5,0.7,60.734734787542386,30.273516224663414,0.19901133926996242,1.0,0.5240522999318001,0.9805891468058696,0.738223095321886,0.7286529929398199,0.7286529929398199,0.10704988459418663,52.91405863024857,80.51346698543432,0.40897558283957436,4.217296265438051
HSB_01,high_surface_brightness,2.1121212121212123,95.97508687976413,3.8390034751905655,16.51655541501257,112.65318622533954,0.0,0.5,0.7,81.35211605199765,50.922004236288444,0.28151007956312984,1.0,0.5589121251837416,0.9068580541485096,0.6051138047427675,0.6967230799623669,0.6967230799623669,0.11868373569682278,64.12323671546474,104.89901510610771,0.16487929029388146,2.3245428882818606
HSB_01,high_surface_brightness,2.8181818181818183,113.30820207458692,4.532328082983477,21.228088359416752,133.62486492305783,0.0,0.5,0.7,96.84231512230555,58.824439301428896,0.2695211777621069,1.0,0.5546216104682268,0.9991988702003957,0.7149535162173568,0.7346686896357997,0.7346686896357997,0.14156706670769376,73.24912268416155,123.74156563800796,0.1483882398287649,2.301987714127066
HSB_01,high_surface_brightness,3.5242424242424244,131.3456102420762,5.253824409683047,25.584122935117193,148.5517165445154,0.0,0.5,0.7,108.11268931314314,74.58763797938086,0.3224798500927,1.0,0.6525452210084481,0.9873488604945403,0.46320771171161623,0.6711127115162177,0.6711127115162177,0.10024756425460829,81.0187077385665,138.21277974138394,0.05800686560527783,1.3070801313137208
HSB_01,high_surface_brightness,4.2303030303030305,138.6483638389618,5.545934553558473,29.611482490616858,158.51742438450034,0.0,0.5,0.7,115.93414860186795,76.04368470281496,0.3008131428357489,1.0,0.6458924919262279,0.9521235490530388,0.5097174388635367,0.690499300279183,0.690499300279183,0.10587405383686822,87.80980685498231,149.17508758533214,0.1002904442642457,1.898097362078677
HSB_01,high_surface_brightness,4.9363636363636365,153.8337857962219,6.153351431848876,33.33496647757911,164.43955862285765,0.0,0.5,0.7,120.96034147645848,95.04435513115146,0.38172376679187475,1.0,0.5379532768387888,0.7311365950746618,0.6847997907012663,0.7168628239551922,0.7168628239551922,0.18739106455302612,93.8499262510145,157.3081999878401,0.009534011026218052,0.5646376986750906
