dataset_id,family,split,n_vars,n_clauses,alpha,H,B,S,V,R_resp,R_rob,cal_center_R,cal_mad_R,z_R,z_t,z_x,gate_signal,G_gate,G_hard,G_shuffled,degree_cv,literal_imbalance,clustering_mean,largest_component_frac,component_frac
flat30-60_flat30-1,satlib_graph_coloring_flat30,test,90,300,3.3333333333333335,0.5868107302886312,0.8469540622870522,0.7597335072446649,0.6974999999954354,0.7024801194536454,0.7024801194536454,0.8028291729306438,0.030747978719669,-3.2635982718827767,0.0,0.0,-3.2635982718827767,0.036841315093140335,0,0.25922184002807824,0.18070158055523575,0.7041269840245352,0.13571428570124414,1.0,0.011111111111111112
flat30-60_flat30-10,satlib_graph_coloring_flat30,test,90,300,3.3333333333333335,0.5884275907513312,0.8319256396665354,0.7597335072446649,0.6964999999942452,0.6986069246262756,0.6986069246262756,0.8028291729306438,0.030747978719669,-3.3895641032213533,0.0,0.0,-3.3895641032213533,0.03262320894272948,0,0.532391501731919,0.20203050888158067,0.6994444443421736,0.1328571428407003,1.0,0.011111111111111112
flat30-60_flat30-100,satlib_graph_coloring_flat30,test,90,300,3.3333333333333335,0.5867834024476579,0.8442895533747531,0.7597335072446649,0.6946666666627871,0.7007803229397603,0.7007803229397603,0.8028291729306438,0.030747978719669,-3.3188798393022365,0.0,0.0,-3.3188798393022365,0.03492914847942184,0,3.238612151511056e-05,0.18442777836448254,0.7042063491037507,0.12761904760796294,1.0,0.011111111111111112
flat30-60_flat30-11,satlib_graph_coloring_flat30,test,90,300,3.3333333333333335,0.5879333675870132,0.8391634426993846,0.7597335072446649,0.6958055555497646,0.7001979779716768,0.7001979779716768,0.8028291729306438,0.030747978719669,-3.3378191313595615,0.0,0.0,-3.3378191313595615,0.03429631491696159,0,0.03262320894272948,0.19166296947260156,0.7008730157707908,0.13087301585647032,1.0,0.011111111111111112
flat30-60_flat30-12,satlib_graph_coloring_flat30,test,90,300,3.3333333333333335,0.587421715990514,0.841694042886566,0.7597335072446649,0.6899722222175968,0.6987341227621425,0.6987341227621425,0.8028291729306438,0.030747978719669,-3.3854273066894645,0.0,0.0,-3.3854273066894645,0.03275401455495034,0,0.22934271765899963,0.18808016814581235,0.7023544972521046,0.11420634919313358,1.0,0.011111111111111112
pigeon-hole_hole10,satlib_dimacs_pigeonhole,calibration,110,561,5.1,0.5500000000225,1.0,0.7978840442882552,0.815789473683241,0.7655618129706282,0.7655618129706282,0.8028291729306438,0.030747978719669,-1.2120262957041135,0.0,0.0,-1.2120262957041135,0.22934271765899963,0,0.22998628537476795,0.0,0.818181818107438,0.47368421052354565,1.0,0.00909090909090909
pigeon-hole_hole6,satlib_dimacs_pigeonhole,test,42,133,3.1666666666666665,0.5833333333680556,1.0,0.6821396416884449,0.8090909090880165,0.7785826204613402,0.7532633737449972,0.8028291729306438,0.030747978719669,-1.6120018172751742,0.0,0.0,-1.6120018172751742,0.16631087304064376,0,9.76807816930188e-07,0.0,0.7142857141836735,0.4545454545371901,1.0,0.023809523809523808
pigeon-hole_hole7,satlib_dimacs_pigeonhole,calibration,56,204,3.642857142857143,0.5714285714591837,1.0,0.8852573387803092,0.8115384615363905,0.774028620663517,0.774028620663517,0.8028291729306438,0.030747978719669,-0.9366648648042263,0.0,0.0,-0.9366648648042263,0.28157451636389247,0,0.4676084982680801,0.0,0.74999999990625,0.4615384615325443,1.0,0.017857142857142856
pigeon-hole_hole8,satlib_dimacs_pigeonhole,test,72,297,4.125,0.5625000000273438,1.0,0.9941849731002634,0.8133333333317778,0.7705432720959485,0.7705432720959485,0.8028291729306438,0.030747978719669,-1.0500169809219209,0.0,0.0,-1.0500169809219209,0.25922184002807824,0,0.03275401455495034,0.0,0.777777777691358,0.46666666666222223,1.0,0.013888888888888888
pigeon-hole_hole9,satlib_dimacs_pigeonhole,test,90,415,4.611111111111111,0.5555555555802469,1.0,0.9613187070413256,0.8147058823517301,0.7677905850290521,0.7677905850290521,0.8028291729306438,0.030747978719669,-1.1395411412730352,0.0,0.0,-1.1395411412730352,0.24240461797181226,0,0.5988584263803252,0.0,0.79999999992,0.47058823529065746,1.0,0.011111111111111112
uf20-91_uf20-01,satlib_random_3sat_uf20,calibration,20,91,4.55,0.7698957042142732,0.8220794645026646,0.9734469010825562,0.9215777763015414,0.835524578102855,0.835524578102855,0.8028291729306438,0.030747978719669,1.06333507015085,0.0,0.0,1.06333507015085,0.7433273655153347,1,0.28157451636389247,0.21642741751853936,0.29887723041728437,0.7759365037186895,1.0,0.05
uf20-91_uf20-010,satlib_random_3sat_uf20,calibration,20,91,4.55,0.7926580906860032,0.8454370214828676,0.9734469010825562,0.9310366968960846,0.8544985284669354,0.8544985284669354,0.8028291729306438,0.030747978719669,1.6804146486163942,0.0,0.0,1.6804146486163942,0.8429594296192963,1,0.7433273655153347,0.18282021556855207,0.2615779889845739,0.8029619911316701,1.0,0.05
uf20-91_uf20-0100,satlib_random_3sat_uf20,test,20,91,4.55,0.8354233086150067,0.8086893413431722,0.9734469010825562,0.9363897594034803,0.8584499655749788,0.8584499655749788,0.8028291729306438,0.030747978719669,1.8089251115498557,0.0,0.0,1.8089251115498557,0.8592319140883858,1,0.24240461797181226,0.23656878961589273,0.19699796461010183,0.8182564554385152,1.0,0.05
uf20-91_uf20-01000,satlib_random_3sat_uf20,test,20,91,4.55,0.8154512607827686,0.8187785072584971,0.9734469010825562,0.9333023047183923,0.8541397369962878,0.8541397369962878,0.8028291729306438,0.030747978719669,1.6687458666697823,0.0,0.0,1.6687458666697823,0.8414085409890054,1,0.7938843353398684,0.22133152144929136,0.22631486158974007,0.8094351563382636,1.0,0.05
uf20-91_uf20-0101,satlib_random_3sat_uf20,test,20,91,4.55,0.8250588085160263,0.7889861069053323,0.9734469010825562,0.9245385957967042,0.8442928324106181,0.8442928324106181,0.8028291729306438,0.030747978719669,1.348500287108316,0.0,0.0,1.348500287108316,0.7938843353398684,1,0.8414085409890054,0.26744944080490196,0.2120348145832512,0.7843959879905833,1.0,0.05
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,50,218,4.36,0.8465971682730862,0.7995467664846911,0.9968051145430329,0.8001884316890127,0.8151502205997015,0.8151502205997015,0.8028291729306438,0.030747978719669,0.40071080381180774,0.0,0.0,0.40071080381180774,0.5988584263803252,1,0.2294593685946946,0.25070857880724956,0.18119932061647392,0.4291098048257505,1.0,0.02
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,50,218,4.36,0.815134170004733,0.7834332214563531,0.9968051145430329,0.8063201255017887,0.8015172265849548,0.8015172265849548,0.8028291729306438,0.030747978719669,-0.04266772508795933,0.0,0.0,-0.04266772508795933,0.4893346867267158,0,0.2285445633357869,0.27643297809232925,0.22679190346565106,0.4466289300051104,1.0,0.02
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,calibration,50,218,4.36,0.8285316499959181,0.7873921702136953,0.9968051145430329,0.8050587894349703,0.8068186532107365,0.8068186532107365,0.8028291729306438,0.030747978719669,0.12974772054831,0.0,0.0,0.12974772054831,0.532391501731919,1,0.5931926194604034,0.27001516884350485,0.20695449595066978,0.44302511267134376,1.0,0.02
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,50,218,4.36,0.8299977060243366,0.8141636959440668,0.9968051145430329,0.7994058942723948,0.8144266762840983,0.8144266762840983,0.8028291729306438,0.030747978719669,0.37717936134957514,0.0,0.0,0.37717936134957514,0.5931926194604034,1,0.16631087304064376,0.22825422575548018,0.20482260702860153,0.4268739836354138,1.0,0.02
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,calibration,50,218,4.36,0.8040681653046197,0.7811199449015138,0.9968051145430329,0.8116491025116841,0.798839692650551,0.798839692650551,0.8028291729306438,0.030747978719669,-0.1297477205483136,0.0,0.0,-0.1297477205483136,0.4676084982680801,0,0.22898092571905138,0.2802131177511839,0.24367565232625743,0.4618545786048115,1.0,0.02
