H,B,A_raw,S_eff,V,R_resp_soc,R_rob_soc,R_sig_soc,CCI_soc,ASI_soc,regime
0.7566016009,0.848254389,0.9830266717,0.9984007586,0.7008853227,0.7662081707,0.7662081707,0.8631334238,0.3200009234,0.6538885,"constructive transformation"
0.648341921,0.6737324626,0.7854621823,0.7743722018,0.6888379625,0.6700947522,0.6700947522,0.7151585065,0.2929728096,0.5531117911,"mixed regime"
0.615453139,0.2513193476,1.668851689,0.08329658919,0.9900930008,0.5350146017,0.3360709943,0.2316772276,0.7610123239,0.1315591177,"polarization risk"
0.6475932626,0.2710498805,1.313338214,0.5795814402,0.18130039,0.316896002,0.316896002,0.4158203402,0.9269491573,0.2157920663,"polarization risk"
0.6884445458,0.8586974206,0.6025904231,0.4158572708,0.5339804319,0.6808918796,0.6019282008,0.5454034989,0.224591524,0.4453758565,"mixed regime"
0.7163704013,0.3743490396,0.7438917258,0.6946154235,0.0115696853,0.1458518586,0.1458518586,0.2943991639,0.5959997583,0.184460657,"mixed regime"
0.5014531651,0.2819694239,0.3700659053,0.1103013971,0.7714354487,0.4777976343,0.3311907889,0.2470276991,0.1962122613,0.2065082487,"constrained stability"
0.5689993015,0.04522667411,1.241360434,0.7235120299,0.7741397917,0.271086938,0.271086938,0.4216579724,0.74805412,0.2412156281,"polarization risk"
0.2877149646,0.3394673844,0.2261160114,0.0358933809,0.4721529951,0.3586034125,0.2017039511,0.1272900319,0.1737964503,0.10844302,"constrained stability"
0.3384013234,0.5685007692,0.629547157,0.4665367971,0.4721893115,0.4495311113,0.4495311113,0.4571055782,0.3442739829,0.340038998,"mixed regime"
0.5372760255,0.2841782691,0.9023356929,0.9483888805,0.6442562664,0.4616175652,0.4616175652,0.6382622859,0.4681795902,0.4347303901,"mixed regime"
0.9333508906,0.7847516141,0.4151399429,0.1495177028,0.5764545592,0.75020637,0.5012549963,0.3630455252,0.1484863552,0.3161078263,"mixed regime"
0.7759023537,0.4607513757,0.03812319426,0.005857462263,0.6665785881,0.6199762073,0.1932896689,0.07608088176,0.01818401834,0.07472213312,"mixed regime"
0.7746523569,0.9061860216,0.240058895,0.04042157619,0.5564106413,0.7309817666,0.3544730476,0.1986664627,0.09262524634,0.1818248877,"mixed regime"
0.8303212796,0.437126752,1.697477108,0.0670286533,0.6056704243,0.6035269117,0.348407587,0.2244917443,0.7641040773,0.1272553854,"polarization risk"
0.7180265937,0.4594255596,1.15374737,0.876933925,0.5878702061,0.5788229082,0.5788229082,0.6978068577,0.4921825388,0.4676417526,"mixed regime"
0.5265433366,0.294227876,0.006924531884,0.004173990708,0.8363797166,0.5060271397,0.1524994323,0.05841760671,0.003826447377,0.05819492688,"constrained stability"
0.6148297172,0.8402540906,0.433500752,0.1681503674,0.828514054,0.7536246963,0.5179535292,0.3837066591,0.1547359628,0.3322895203,"mixed regime"
0.9715501891,0.3200398625,1.744335015,0.04605264513,0.3337811017,0.4699413786,0.2629337951,0.1652298804,0.9237570527,0.08588916162,"polarization risk"
0.5015965473,0.3811313385,0.3729527228,0.1125475616,0.5357601242,0.4678786143,0.3276679159,0.2464191742,0.2135850052,0.2030506089,"constrained stability"
0.4893551695,0.5947251045,0.969265159,0.9947657995,0.3871343405,0.482985452,0.482985452,0.668556488,0.4959907509,0.4468988111,"mixed regime"
0.6733518508,0.71424401,1.044824749,0.9888995248,0.6598399176,0.6820911531,0.6820911531,0.806179601,0.3827860194,0.583011102,"constructive transformation"
0.813158254,0.6501616047,1.121162139,0.921680152,0.8634682217,0.7699826111,0.7699826111,0.8348829855,0.3620423501,0.6129640429,"constructive transformation"
0.3909307881,0.8182497792,0.8870659132,0.9315958875,0.3984828244,0.5032670065,0.5032670065,0.6639594492,0.4202250882,0.4675029717,"mixed regime"
0.08613591144,0.5419860691,0.9694859486,0.9948405375,0.5902152589,0.3020375486,0.3020375486,0.5164432177,0.6376624735,0.3153538815,"mixed regime"
0.256352104,0.3295975174,1.161510913,0.8650906564,0.6882712913,0.3874302181,0.3874302181,0.5561400219,0.6990100935,0.327331794,"mixed regime"
0.8602726184,0.3259174748,0.6055936295,0.4213876272,0.5511569426,0.536627605,0.5051556354,0.4813122955,0.2700525788,0.3789703698,"mixed regime"
0.889659916,0.5572771113,0.2367028754,0.03928974763,0.6091337452,0.6709177724,0.3300439545,0.1871086092,0.09920012339,0.1702225147,"mixed regime"
0.6299657641,0.5403943381,1.630782342,0.1096480271,0.8087512433,0.6505503275,0.4168318351,0.2919475699,0.6806431617,0.1737118126,"mixed regime"
0.8730887106,0.5501644133,1.77321458,0.03610049085,0.5410008774,0.6381404571,0.3112185579,0.1752204743,0.7792731107,0.09847868394,"mixed regime"
0.5794561362,0.4770233904,1.13344909,0.9057997734,0.1533973664,0.348705969,0.348705969,0.5358178202,0.7272305612,0.31021789,"fragmentation risk"
0.3342666647,0.4990679338,1.39072883,0.4282015786,0.7774669958,0.5061876738,0.4854513801,0.4694756585,0.6634355905,0.282232544,"mixed regime"
0.5356031051,0.3715138452,0.4737459012,0.2146869596,0.4991431801,0.4631067137,0.3821309589,0.3276703476,0.2649006158,0.2590482948,"mixed regime"
0.2575636612,0.5140303633,1.741597878,0.04710507592,0.3627342835,0.3634856938,0.218088326,0.1449267309,1.28776727,0.06334854633,"mixed regime"
0.6966948069,0.07273650693,0.6840591378,0.5743318376,0.8733634566,0.3537230356,0.3537230356,0.4399346207,0.342626114,0.3276672605,"mixed regime"
0.3376107131,0.618554159,0.5721217049,0.3616384957,0.625969786,0.5075152625,0.4662893475,0.4357331516,0.2792984768,0.3406031974,"mixed regime"
0.9576594291,0.530492478,0.2383956664,0.03985725254,0.854861345,0.7572896123,0.3627215339,0.2012900979,0.08810755124,0.1849909944,"mixed regime"
0.9051786926,0.3003648835,0.1095559022,0.01221673818,0.425512094,0.487264901,0.193893238,0.09276853344,0.06003231193,0.08751481667,"constrained stability"
0.5884086377,0.5747895693,1.115817636,0.9281882665,0.5291831732,0.5635485214,0.5635485214,0.7054211172,0.4946153844,0.4719750142,"mixed regime"
0.5563199228,0.4891944273,1.598954698,0.1362808578,0.6620616664,0.5648088837,0.3958538324,0.2978801211,0.7601654499,0.1692341598,"mixed regime"
0.8958273926,0.6427716524,1.493999718,0.2577528739,0.8395907212,0.7848431905,0.5941389851,0.4755237081,0.5026360952,0.3164596602,"mixed regime"
0.802183186,0.5989798613,0.6957724636,0.597984122,0.6477477012,0.6776891804,0.6568184251,0.6405855639,0.2571478588,0.5095546712,"mixed regime"
0.7455705687,0.7632375363,1.341595396,0.5229531426,0.4491280442,0.6346089854,0.6046378872,0.5816833985,0.5235342963,0.38179869,"mixed regime"
0.2506188074,0.3925888723,0.09711766412,0.01079287037,0.2892144461,0.3052979411,0.132381454,0.06784373732,0.09120711638,0.06217310748,"constrained stability"
0.6804258277,0.807620682,1.456063291,0.3148935299,0.4413437304,0.6236224311,0.5256930438,0.4585435957,0.5930810169,0.2878344483,"mixed regime"
0.5448678533,0.7269186137,1.248842341,0.7089190402,0.4177684235,0.5489981263,0.5489981263,0.615931567,0.5578792778,0.395365402,"mixed regime"
0.9558566381,0.8990196334,0.9960720879,0.9999142898,0.3516471384,0.6710522571,0.6710522571,0.8029698461,0.3461497465,0.5964937023,"constructive transformation"
0.7180014661,0.5567857085,0.9939141289,0.9997942555,0.5705786984,0.6110025013,0.6110025013,0.7625765219,0.4046274732,0.5429030376,"constructive transformation"
0.7680042259,0.2983980689,0.1273692515,0.01454556682,0.2716731359,0.3963407905,0.1734739394,0.08957083371,0.0842640366,0.08260979861,"constrained stability"
0.3827730504,0.3987125081,1.078521543,0.9663264949,0.472215247,0.4161472921,0.4161472921,0.6079832848,0.645880032,0.3693970842,"mixed regime"
0.5889460041,0.6829461641,0.9007675064,0.9467634145,0.5443579377,0.6027198617,0.6027198617,0.7385368794,0.3723764735,0.5381445206,"mixed regime"
0.775292063,0.2463752205,1.782474475,0.03332393183,0.1645277929,0.3155735135,0.1798930844,0.1147481273,1.304801934,0.04978654593,"polarization risk"
0.8663852887,0.1300853145,0.2963453819,0.06388177108,0.7091133625,0.4307431073,0.2673055583,0.1824902692,0.150208807,0.1586583828,"constrained stability"
0.2028780094,0.5179646179,0.0864613459,0.009692481012,0.2927729608,0.3133444532,0.1314090417,0.06557040071,0.07551046813,0.06096677127,"constrained stability"
0.5863741509,0.430234316,0.8243418281,0.8424667578,0.3125065583,0.4287916637,0.4287916637,0.5810777302,0.4689337795,0.3955778935,"fragmentation risk"
0.7162038043,0.7646061054,0.2655916591,0.0499656224,0.4844903799,0.6425691154,0.3393186349,0.2035907311,0.1152431997,0.1825527662,"mixed regime"
0.6970810673,0.6558202333,0.8268358431,0.8465483869,0.8742824549,0.7366139749,0.7366139749,0.7841971843,0.2789784992,0.6131433677,"constructive transformation"
0.5243957382,0.3998572303,0.5132793478,0.2681806637,0.5700051875,0.4925847606,0.4231239361,0.3746768773,0.267697998,0.2955568896,"mixed regime"
0.152226232,0.3950239522,1.458457809,0.3110858191,0.8296918343,0.3681373776,0.3529616243,0.3412727007,0.8430861536,0.1851637266,"polarization risk"
0.9041581624,0.3154923265,0.2874171831,0.05954826185,0.1576991874,0.3556484234,0.2275008052,0.159130189,0.1790928104,0.1349598501,"constrained stability"
0.4850311268,0.3828148014,0.6143437459,0.4376735684,0.5954158931,0.4799465986,0.4690101792,0.460440746,0.3179385436,0.3493643526,"mixed regime"
0.6437768426,0.8572324119,0.4438383777,0.1793491465,0.7887419807,0.757861125,0.5285876977,0.3962223669,0.1574822575,0.3423139874,"mixed regime"
0.841172403,0.3539315872,0.752187744,0.7109367974,0.4674433692,0.518216354,0.518216354,0.5974548074,0.3449194147,0.4442309337,"mixed regime"
0.3999410173,0.7986104428,1.144428973,0.8905755154,0.6631863881,0.5961041955,0.5961041955,0.7141328912,0.4656234827,0.4872553556,"mixed regime"
0.431478523,0.3431387056,1.270244328,0.6664878863,0.2252571788,0.3218863134,0.3218863134,0.4466248652,0.9610244176,0.2277507925,"polarization risk"
0.5946254941,0.4908382865,1.551225238,0.184879418,0.5868796688,0.5553630828,0.4218469337,0.338545627,0.7407278965,0.1944850931,"mixed regime"
0.8156056438,0.714739697,1.230719601,0.7439877223,0.1928803302,0.4826570887,0.4826570887,0.5864160858,0.5579261161,0.3764081491,"fragmentation risk"
0.4639077233,0.7089148027,0.6471147247,0.5006628694,0.7796315309,0.6352895052,0.5985702209,0.5707288775,0.2536685872,0.4552470113,"mixed regime"
0.1217274552,0.4725772393,0.0127497719,0.004450252174,0.5693531056,0.3199491882,0.1098770307,0.04672697174,0.01001132563,0.04626380967,"mixed regime"
0.4916884317,0.3378978645,0.3449241016,0.09217884463,0.4270178425,0.4139747188,0.2843728823,0.2105812348,0.223834682,0.1720667325,"constrained stability"
0.649980969,0.6858730184,0.1947097435,0.02724907945,0.7873823506,0.705412815,0.3127306645,0.1631368851,0.07993119087,0.1510622959,"stable but stagnant"
0.7022394849,0.5406009202,0.06269176142,0.007590823545,0.325132048,0.4978982522,0.1749555304,0.07578047692,0.03596922074,0.07314935174,"constrained stability"
0.7679090692,0.7805593522,1.608569281,0.1277683402,0.5527183404,0.6919475904,0.4535871204,0.3235420439,0.6296327402,0.1985367843,"mixed regime"
0.2950299458,0.2663522979,0.3051943013,0.06842808126,0.7880820657,0.3956379995,0.2551420781,0.1796260673,0.1901988572,0.1509210551,"constrained stability"
0.2507303762,0.1357114565,1.036064957,0.9928000387,0.6258275651,0.2771784003,0.2771784003,0.4921590377,0.8034950754,0.2728918112,"mixed regime"
0.8299982452,0.825728432,1.710247075,0.06065792141,0.4107360883,0.6553788549,0.3614857651,0.2245795564,0.7044000534,0.1317645796,"mixed regime"
0.5610264138,0.5608719879,1.680978605,0.07605579094,0.844453774,0.6428963795,0.3770411981,0.2460294344,0.7173266868,0.1432630357,"mixed regime"
0.7805531842,0.1124496449,0.3741727531,0.1135073756,0.4434257905,0.3388913722,0.2578109771,0.2071543793,0.2347029604,0.1677766928,"constrained stability"
0.4194919706,0.2381521741,0.02697504852,0.00519595255,0.8414035674,0.4380538658,0.1445645911,0.05955105556,0.01641205073,0.05858948201,"constrained stability"
0.5976988442,0.2821562103,0.7962717673,0.7940694093,0.8774648998,0.5289329157,0.5289329157,0.6350481224,0.348286831,0.4710037269,"mixed regime"
0.7334658481,0.2050502639,0.3787055189,0.117128647,0.111366768,0.2558577728,0.2104576627,0.18001042,0.3004787244,0.1384185813,"constrained stability"
0.4162631769,0.3461122065,0.4946358546,0.2419922562,0.3796006708,0.3795805586,0.3391785175,0.3099758355,0.3339528931,0.2323738995,"mixed regime"
0.6612211016,0.7678803897,0.4715748201,0.2119732073,0.5006958178,0.6334875467,0.4818077751,0.3870636448,0.1955439649,0.323755258,"mixed regime"
0.6048627742,0.5150346967,1.502796926,0.2454969328,0.3337070342,0.470203909,0.3996926795,0.3509765989,0.8108774661,0.1938157636,"fragmentation risk"
0.6392929519,0.551254775,0.9126592656,0.9585054586,0.2528862444,0.446675874,0.446675874,0.6298156361,0.4828604366,0.4247302178,"fragmentation risk"
0.7020060865,0.3555048474,0.4389387184,0.1739770283,0.6996643604,0.5589316709,0.417486096,0.3305739706,0.2018423283,0.2750560226,"constrained stability"
0.8525574048,0.4941350314,0.6257443438,0.4592540916,0.1170515538,0.3667038638,0.3667038638,0.405786302,0.3418531384,0.3024073875,"mixed regime"
0.8060794332,0.3785453486,0.6079860631,0.4258153008,0.6265396053,0.5760781827,0.5341538791,0.5028220955,0.2592339264,0.3993079324,"mixed regime"
0.7429221536,0.4505521401,1.642213079,0.1011328566,0.5343768688,0.5634369688,0.3667389801,0.2601156365,0.7840259746,0.1458026061,"mixed regime"
0.6263186957,0.3279152164,1.406137414,0.3999660746,0.881165036,0.5656373348,0.5186917488,0.4839565333,0.5973165839,0.3029809733,"polarization risk"
0.4550799995,0.4657683191,0.9238419347,0.9682911084,0.7090161811,0.5316648478,0.5316648478,0.6963114642,0.4274019852,0.4878173573,"mixed regime"
0.6539868265,0.4112935321,0.7131689334,0.6331379158,0.6906441212,0.5705911962,0.5705911962,0.5979337004,0.3065394919,0.4576468635,"mixed regime"
0.3500857741,0.7967235613,0.8366456863,0.8622172977,0.783357618,0.6023016669,0.6023016669,0.7078239688,0.3303676418,0.5320514019,"mixed regime"
0.8531529116,0.3408443417,0.4702890862,0.2103771044,0.2103081677,0.393985013,0.3367901604,0.2970729774,0.27011101,0.2338952856,"mixed regime"
0.7419794681,0.4249026345,0.4412776811,0.176527029,0.8670520887,0.6489962192,0.4686886408,0.3612419992,0.1763260829,0.3070934195,"constrained stability"
0.4492224365,0.2900733071,1.060388537,0.9799439885,0.2128547541,0.302703554,0.302703554,0.5135706542,0.8450293762,0.2783536462,"fragmentation risk"
0.3841819729,0.1012033341,0.07737500706,0.008834473528,0.6680229257,0.2961472631,0.1230767334,0.06096920765,0.06061568217,0.05748473144,"constrained stability"
0.8370709956,0.2331913982,0.5964246909,0.4046025032,0.104019734,0.2728120317,0.2728120317,0.3257525247,0.4121533395,0.2306778701,"mixed regime"
0.5860911426,0.6775915788,1.443043309,0.3360533305,0.3624068833,0.5240545933,0.468958541,0.4290824822,0.6887876593,0.2540772251,"mixed regime"
0.7976936895,0.3060661143,0.2196549388,0.03394576441,0.4034305097,0.4618206857,0.2404647571,0.1426638292,0.1256855213,0.1267350664,"constrained stability"
0.6350832004,0.1894002698,1.468752742,0.2950184426,0.5154058449,0.3957797038,0.3677497878,0.3467620488,0.8601072316,0.1864204616,"polarization risk"
0.7297692657,0.7052908678,1.070119326,0.9730545733,0.5186587153,0.6438902316,0.6438902316,0.7753686711,0.4119631911,0.5491422694,"constructive transformation"
0.3933834573,0.1964365446,0.1986286786,0.02821911973,0.466429429,0.330324998,0.1785837533,0.1091848421,0.1608546652,0.09405556561,"constrained stability"
0.519005222,0.5733025599,1.458887669,0.3104050622,0.6042747402,0.5644125773,0.4860486162,0.4312669064,0.6684077959,0.258490105,"mixed regime"
0.7730557753,0.5025034926,0.1688218663,0.02153458689,0.4347492955,0.5527510805,0.2455734075,0.1283224744,0.08631495599,0.1181263994,"constrained stability"
0.5158752349,0.4970924916,0.2502041888,0.044011749,0.6837222409,0.5596981397,0.2963859105,0.178229877,0.1255367101,0.1583510119,"mixed regime"
0.2276657132,0.7714457306,0.8931196872,0.938508524,0.2471150978,0.3514261678,0.3514261678,0.5467716052,0.559019918,0.3507149581,"fragmentation risk"
0.310841149,0.8333373542,0.2815916179,0.05685329331,0.2175950723,0.3834153275,0.2379255103,0.1624270066,0.1760278669,0.1381149301,"constrained stability"
0.7587972196,0.315853051,0.4541208663,0.1910028698,0.7750146419,0.5705673353,0.434000422,0.3486877976,0.1988561368,0.2908504089,"mixed regime"
0.400810233,0.6648281344,0.8161132367,0.8287328314,0.6868960776,0.5677795449,0.5677795449,0.673109009,0.351725344,0.4979628532,"mixed regime"
0.749259603,0.7641042327,0.5856847247,0.3853316763,0.1053250389,0.3921379286,0.3904251769,0.3890603633,0.2915139257,0.3012436456,"mixed regime"
0.450160535,0.6394849042,1.606003274,0.1299998415,0.5857663144,0.5524683072,0.3847833158,0.2881000432,0.779539422,0.1618958477,"mixed regime"
0.6390879457,0.4851560492,0.7690239549,0.7434985087,0.7257586044,0.6082443593,0.6082443593,0.6657619881,0.3128342952,0.5071180655,"mixed regime"
0.8873525269,0.2986767816,1.074155576,0.9699116689,0.4616157215,0.496431596,0.496431596,0.6710457979,0.5009874938,0.4470695463,"mixed regime"
0.6878001339,0.8996175287,0.4588522289,0.1965390881,0.7642759192,0.7790944555,0.5521471304,0.4192051256,0.1580156331,0.3620029934,"mixed regime"
0.7952630454,0.4061165685,0.007440135879,0.004197799119,0.7154597246,0.6136426927,0.1764786156,0.06511983707,0.003554231148,0.06488920583,"constrained stability"
0.5718185276,0.7196863352,0.1353681108,0.01571297689,0.8010561048,0.6908039381,0.2682753199,0.1258813683,0.05733905035,0.1190548748,"mixed regime"
0.5927150163,0.5509483659,1.080385639,0.9647375608,0.4673705929,0.5344077374,0.5344077374,0.6971305901,0.5035725895,0.4636494406,"mixed regime"
0.6230736581,0.484746253,0.4223780507,0.1566728993,0.5593081231,0.5528003714,0.403343177,0.3134439023,0.204000929,0.2603352662,"mixed regime"
0.8598342441,0.7512090211,1.214359955,0.7747004541,0.508658245,0.6900287832,0.6900287832,0.7269209383,0.4321980503,0.5075561569,"mixed regime"
0.4279227507,0.2407352986,0.2796427906,0.05597453723,0.8276190244,0.4401275344,0.2628339925,0.174005881,0.1589682402,0.1501386103,"constrained stability"
0.6933551728,0.6605095421,0.2308920401,0.0373933869,0.4114974863,0.5733247375,0.2897338327,0.1678332621,0.1123509735,0.1508815708,"constrained stability"
0.475730182,0.4130811918,0.2494142036,0.04372288877,0.6614028005,0.5065481327,0.2745634676,0.1682133179,0.1366819703,0.1479862637,"constrained stability"
0.7736731648,0.2001404071,0.547276569,0.3202483915,0.7910912739,0.4966376445,0.4450424788,0.4076532698,0.247642359,0.3267388822,"mixed regime"
0.6757455114,0.2895879053,0.1950169179,0.0273240621,0.848290642,0.5495865408,0.259515548,0.1423853205,0.09406839614,0.1301429792,"constrained stability"
0.6742363808,0.8995300373,1.795640602,0.02969101119,0.3085916987,0.5720105391,0.2730293091,0.151096172,0.8330941248,0.08242684867,"fragmentation risk"
0.346565785,0.3684970951,1.525673206,0.2154170093,0.7348251008,0.4544309602,0.3770690893,0.3247755658,0.8350897948,0.1769807487,"polarization risk"
0.5841982373,0.142798668,0.3855698322,0.122780392,0.2662916259,0.2811128098,0.2285297428,0.1936388108,0.3155705231,0.147189989,"constrained stability"
0.1930107646,0.6220961215,1.089490041,0.9564837437,0.6343786441,0.4238991311,0.4238991311,0.6113632182,0.581562379,0.3865565003,"mixed regime"
0.5720152145,0.6182867529,0.01565817408,0.004594304265,0.4219468765,0.5304182188,0.1618149946,0.06259491113,0.008826161569,0.06204727188,"constrained stability"
0.3579995413,0.7330458159,1.085304848,0.9603789654,0.4836016116,0.5025359202,0.5025359202,0.672575585,0.522488825,0.4417606053,"mixed regime"
0.5559965319,0.7150722055,1.648717953,0.09652317702,0.7452772132,0.6666736258,0.4112376397,0.2794065125,0.6791601157,0.1663965871,"mixed regime"
0.6148382089,0.2821866388,0.3515081371,0.09668057681,0.5151888765,0.4471170772,0.3048953152,0.2244576163,0.2047092694,0.1863168334,"constrained stability"
0.5921995654,0.5224124637,0.2796427504,0.05597451923,0.7971691299,0.6271104371,0.342772218,0.211414555,0.124034655,0.1880854421,"mixed regime"
0.7104640107,0.8525221102,0.7212934469,0.6495075666,0.7705762294,0.7756892643,0.7420136409,0.7161288599,0.234523045,0.5800854531,"mixed regime"
0.4586785304,0.1937746654,0.7874322399,0.7780005325,0.2727045902,0.2894005055,0.2894005055,0.4516120896,0.6483280751,0.2739819193,"mixed regime"
0.5885131191,0.2845652862,1.414028298,0.3858408976,0.6486624923,0.477147096,0.4524715513,0.433653118,0.7162493066,0.2526748977,"polarization risk"
0.612493086,0.7526292382,0.5838500881,0.3820838189,0.4302002719,0.5831554234,0.5246599345,0.4821173559,0.2516614156,0.3851819269,"mixed regime"
0.8155500465,0.6480113287,1.61105415,0.1256351519,0.5039690305,0.6433969851,0.4276978415,0.3085059099,0.6726098657,0.184445827,"mixed regime"
0.7744152705,0.367121148,1.511800968,0.2333482038,0.2462380068,0.4121412962,0.3575079593,0.3190636881,0.8662214095,0.1709677568,"polarization risk"
0.9379847764,0.523901123,0.2511815254,0.04437133125,0.5124011907,0.6314685852,0.3251168115,0.1911567195,0.1092376703,0.1723316153,"mixed regime"
0.4083087809,0.6727443046,0.01804539595,0.004715688988,0.3924446739,0.4759255966,0.1501552723,0.05966804439,0.01111407153,0.05901217881,"constrained stability"
0.8686924093,0.4302934182,1.434765329,0.3498971361,0.3936750006,0.5279460224,0.4763511726,0.4387300804,0.661483352,0.2640592696,"polarization risk"
0.4437110646,0.165942511,1.281096007,0.6446988122,0.3072809301,0.282833713,0.282833713,0.4097818679,1.067786249,0.1981741914,"polarization risk"
0.4111512748,0.3565030451,1.001461491,0.9999881337,0.4822830486,0.4134810662,0.4134810662,0.6152452594,0.6020502534,0.3840361799,"mixed regime"
