source_domain,target_domain,transfer,fit_rule,null_id,spearman
SAT,Quantum,SAT->Quantum,equal,53,0.01410329202009381
SAT,Quantum,SAT->Quantum,equal,54,-0.0015574537481303353
SAT,Quantum,SAT->Quantum,equal,55,-0.008105100696626297
SAT,Quantum,SAT->Quantum,equal,56,-0.0033407331007012445
SAT,Quantum,SAT->Quantum,equal,57,0.002938463120341013
SAT,Quantum,SAT->Quantum,equal,58,0.015138253550644605
SAT,Quantum,SAT->Quantum,equal,59,0.0036186886685809993
SAT,Quantum,SAT->Quantum,equal,60,0.0185959619611864
SAT,Quantum,SAT->Quantum,equal,61,-0.008568113212557347
SAT,Quantum,SAT->Quantum,equal,62,0.00894923688215345
SAT,Quantum,SAT->Quantum,equal,63,-0.020256739426206136
SAT,Quantum,SAT->Quantum,equal,64,0.01968745909985089
SAT,Quantum,SAT->Quantum,equal,65,-0.0014934164251185422
SAT,Quantum,SAT->Quantum,equal,66,0.02255312622591118
SAT,Quantum,SAT->Quantum,equal,67,0.023328836236756315
SAT,Quantum,SAT->Quantum,equal,68,-0.0032747024480806667
SAT,Quantum,SAT->Quantum,equal,69,0.016701219602431924
SAT,Quantum,SAT->Quantum,equal,70,-0.004830362143586415
SAT,Quantum,SAT->Quantum,equal,71,-0.012371924601789765
SAT,Quantum,SAT->Quantum,equal,72,-0.013604674416708117
SAT,Quantum,SAT->Quantum,equal,73,0.010425764302977845
SAT,Quantum,SAT->Quantum,equal,74,-0.035843858506204196
SAT,Quantum,SAT->Quantum,equal,75,0.02859111277128618
SAT,Quantum,SAT->Quantum,equal,76,0.016163481855911058
SAT,Quantum,SAT->Quantum,equal,77,-0.015975736347873522
SAT,Quantum,SAT->Quantum,equal,78,0.005691394610376237
SAT,Quantum,SAT->Quantum,equal,79,0.0029933135504745757
SAT,Quantum,SAT->Quantum,equal,80,-0.00641158806858445
SAT,Quantum,SAT->Quantum,equal,81,-0.03249873375499868
SAT,Quantum,SAT->Quantum,equal,82,-0.001663331121204873
SAT,Quantum,SAT->Quantum,equal,83,-0.012217853545480755
SAT,Quantum,SAT->Quantum,equal,84,0.030281012384455824
SAT,Quantum,SAT->Quantum,equal,85,0.004804689558400314
SAT,Quantum,SAT->Quantum,equal,86,-0.016291537189979714
SAT,Quantum,SAT->Quantum,equal,87,0.017863802088007166
SAT,Quantum,SAT->Quantum,equal,88,-0.005168134672617408
SAT,Quantum,SAT->Quantum,equal,89,-0.02368031325670196
SAT,Quantum,SAT->Quantum,equal,90,-0.009416324780341382
SAT,Quantum,SAT->Quantum,equal,91,0.0038578501574921416
SAT,Quantum,SAT->Quantum,equal,92,-0.009675412008488446
SAT,Quantum,SAT->Quantum,equal,93,0.008583753656982806
SAT,Quantum,SAT->Quantum,equal,94,-0.031903523630608346
SAT,Quantum,SAT->Quantum,equal,95,-0.02054859008559919
SAT,Quantum,SAT->Quantum,equal,96,-0.001931047994371265
SAT,Quantum,SAT->Quantum,equal,97,0.012779972215274701
SAT,Quantum,SAT->Quantum,equal,98,0.029919693824348184
SAT,Quantum,SAT->Quantum,equal,99,0.005017306625319492
SAT,Quantum,SAT->Quantum,equal,100,0.029217947481348483
SAT,Quantum,SAT->Quantum,equal,101,-0.0006762744342148227
SAT,Quantum,SAT->Quantum,equal,102,0.004255783904262243
SAT,Quantum,SAT->Quantum,equal,103,0.030461148422484423
SAT,Quantum,SAT->Quantum,equal,104,0.0009146452525074842
SAT,Quantum,SAT->Quantum,equal,105,-0.012625715876151735
SAT,Quantum,SAT->Quantum,equal,106,0.03801436662507949
SAT,Quantum,SAT->Quantum,equal,107,-0.015733150765388403
SAT,Quantum,SAT->Quantum,equal,108,0.0017611148259802192
SAT,Quantum,SAT->Quantum,equal,109,0.013496932180507584
SAT,Quantum,SAT->Quantum,equal,110,0.006007518437931535
SAT,Quantum,SAT->Quantum,equal,111,-0.020999707276944037
SAT,Quantum,SAT->Quantum,equal,112,-0.005986489958080814
SAT,Quantum,SAT->Quantum,equal,113,0.01191745944515704
SAT,Quantum,SAT->Quantum,equal,114,0.005851354693405048
SAT,Quantum,SAT->Quantum,equal,115,0.023127075287341425
SAT,Quantum,SAT->Quantum,equal,116,0.01396699971742272
SAT,Quantum,SAT->Quantum,equal,117,0.013098571331661802
SAT,Quantum,SAT->Quantum,equal,118,0.026831860569364714
SAT,Quantum,SAT->Quantum,equal,119,0.00031991288908909883
SAT,Quantum,SAT->Quantum,equal,120,0.011516368333697707
SAT,Quantum,SAT->Quantum,equal,121,-0.008439393995052571
SAT,Quantum,SAT->Quantum,equal,122,-0.016642240612194572
SAT,Quantum,SAT->Quantum,equal,123,0.00757880794229336
SAT,Quantum,SAT->Quantum,equal,124,0.02137966047414138
SAT,Quantum,SAT->Quantum,equal,125,-0.016876677109466352
SAT,Quantum,SAT->Quantum,equal,126,-0.02538508279528373
SAT,Quantum,SAT->Quantum,equal,127,0.0017395979495881707
SAT,Quantum,SAT->Quantum,equal,128,0.005727959138142438
SAT,Quantum,SAT->Quantum,equal,129,-0.008527981290913925
SAT,Quantum,SAT->Quantum,equal,130,0.006461089087202609
SAT,Quantum,SAT->Quantum,equal,131,-0.024705992454133498
SAT,Quantum,SAT->Quantum,equal,132,0.005256222936368054
SAT,Quantum,SAT->Quantum,equal,133,0.004844456791967319
SAT,Quantum,SAT->Quantum,equal,134,0.0046915984704511875
SAT,Quantum,SAT->Quantum,equal,135,-0.016632487515188487
SAT,Quantum,SAT->Quantum,equal,136,0.01831480424727265
SAT,Quantum,SAT->Quantum,equal,137,0.02071012871103092
SAT,Quantum,SAT->Quantum,equal,138,-0.022998122926960476
SAT,Quantum,SAT->Quantum,equal,139,-0.010367266712196701
SAT,Quantum,SAT->Quantum,equal,140,0.0011969994679766332
SAT,Quantum,SAT->Quantum,equal,141,0.0020974495939609004
SAT,Quantum,SAT->Quantum,equal,142,-0.01457964042049543
SAT,Quantum,SAT->Quantum,equal,143,-0.005084790432577645
SAT,Quantum,SAT->Quantum,equal,144,0.009527247891437147
SAT,Quantum,SAT->Quantum,equal,145,-0.011882810439413099
SAT,Quantum,SAT->Quantum,equal,146,-0.009589626625392263
SAT,Quantum,SAT->Quantum,equal,147,-0.003258140907370104
SAT,Quantum,SAT->Quantum,equal,148,0.014470628353287447
SAT,Quantum,SAT->Quantum,equal,149,0.021699452733483022
SAT,Quantum,SAT->Quantum,equal,150,0.0018318654323388694
SAT,Quantum,SAT->Quantum,equal,151,-0.028948017010333754
SAT,Quantum,SAT->Quantum,equal,152,-0.015201566255521446
SAT,Quantum,SAT->Quantum,equal,153,0.009748404760802722
SAT,Quantum,SAT->Quantum,equal,154,-0.014041939338700588
SAT,Quantum,SAT->Quantum,equal,155,0.00795116762283584
SAT,Quantum,SAT->Quantum,equal,156,-0.03996579125085177
SAT,Quantum,SAT->Quantum,equal,157,0.009888025157039954
SAT,Quantum,SAT->Quantum,equal,158,-0.033711937632461386
SAT,Quantum,SAT->Quantum,equal,159,0.006803166502882397
SAT,Quantum,SAT->Quantum,equal,160,-0.0016028077343399902
SAT,Quantum,SAT->Quantum,equal,161,0.027445093785605324
SAT,Quantum,SAT->Quantum,equal,162,-0.005366684799612754
SAT,Quantum,SAT->Quantum,equal,163,0.0015465710417025924
SAT,Quantum,SAT->Quantum,equal,164,0.0006050525042025368
SAT,Quantum,SAT->Quantum,equal,165,0.014608832539496535
SAT,Quantum,SAT->Quantum,equal,166,0.004403172184515514
SAT,Quantum,SAT->Quantum,equal,167,0.0012464044865869554
SAT,Quantum,SAT->Quantum,equal,168,0.013972180359245044
SAT,Quantum,SAT->Quantum,equal,169,0.007065054524261011
SAT,Quantum,SAT->Quantum,equal,170,0.00814868973808546
SAT,Quantum,SAT->Quantum,equal,171,-0.01028096774305276
SAT,Quantum,SAT->Quantum,equal,172,-0.012981191590301354
SAT,Quantum,SAT->Quantum,equal,173,-0.006040406697176058
SAT,Quantum,SAT->Quantum,equal,174,-0.0032011748385798707
SAT,Quantum,SAT->Quantum,equal,175,0.011011958543250261
SAT,Quantum,SAT->Quantum,equal,176,-0.006500497230361291
SAT,Quantum,SAT->Quantum,equal,177,-0.0064191675910690756
SAT,Quantum,SAT->Quantum,equal,178,0.012387326865437762
SAT,Quantum,SAT->Quantum,equal,179,0.027097583553155512
SAT,Quantum,SAT->Quantum,equal,180,-5.559128150599383e-05
SAT,Quantum,SAT->Quantum,equal,181,0.013854555160138615
SAT,Quantum,SAT->Quantum,equal,182,0.022979510680543148
SAT,Quantum,SAT->Quantum,equal,183,-0.020024934392706018
SAT,Quantum,SAT->Quantum,equal,184,-0.00532472803817022
SAT,Quantum,SAT->Quantum,equal,185,-0.002985545666458539
SAT,Quantum,SAT->Quantum,equal,186,0.0037221388927693565
SAT,Quantum,SAT->Quantum,equal,187,-0.0026733474835385707
SAT,Quantum,SAT->Quantum,equal,188,0.027501863936012217
SAT,Quantum,SAT->Quantum,equal,189,0.01950734349331084
SAT,Quantum,SAT->Quantum,equal,190,-0.023128500453638522
SAT,Quantum,SAT->Quantum,equal,191,-0.012649578175475773
SAT,Quantum,SAT->Quantum,equal,192,0.0016471188749834652
SAT,Quantum,SAT->Quantum,equal,193,0.02288671701699148
SAT,Quantum,SAT->Quantum,equal,194,0.008337001730134254
SAT,Quantum,SAT->Quantum,equal,195,0.0011624724913971713
SAT,Quantum,SAT->Quantum,equal,196,0.004042188924726793
SAT,Quantum,SAT->Quantum,equal,197,0.019805086258141154
SAT,Quantum,SAT->Quantum,equal,198,-0.012921037649530773
SAT,Quantum,SAT->Quantum,equal,199,0.005608408900977986
SAT,Quantum,SAT->Quantum,equal,200,-0.012927566769597288
SAT,Quantum,SAT->Quantum,equal,201,0.0022246000649819297
SAT,Quantum,SAT->Quantum,equal,202,-0.035376914188202914
SAT,Quantum,SAT->Quantum,equal,203,0.005991696069292974
SAT,Quantum,SAT->Quantum,equal,204,0.013404300849330683
SAT,Quantum,SAT->Quantum,equal,205,0.01135614404073479
SAT,Quantum,SAT->Quantum,equal,206,0.0035505838000476574
SAT,Quantum,SAT->Quantum,equal,207,-0.013485987619847387
SAT,Quantum,SAT->Quantum,equal,208,0.02023855959964918
SAT,Quantum,SAT->Quantum,equal,209,-0.021749833425642382
SAT,Quantum,SAT->Quantum,equal,210,-0.012795665557663663
SAT,Quantum,SAT->Quantum,equal,211,-0.00027003430775790276
SAT,Quantum,SAT->Quantum,equal,212,-0.0075819473944446865
SAT,Quantum,SAT->Quantum,equal,213,-0.018239168276083708
SAT,Quantum,SAT->Quantum,equal,214,-0.01685719918367807
SAT,Quantum,SAT->Quantum,equal,215,0.009899671385395915
SAT,Quantum,SAT->Quantum,equal,216,-0.00751567632197941
SAT,Quantum,SAT->Quantum,equal,217,-0.017924507119201752
SAT,Quantum,SAT->Quantum,equal,218,0.0016959817594387441
SAT,Quantum,SAT->Quantum,equal,219,-0.0290274070576309
SAT,Quantum,SAT->Quantum,equal,220,-0.03178306964992989
SAT,Quantum,SAT->Quantum,equal,221,-0.02142044256493409
SAT,Quantum,SAT->Quantum,equal,222,-0.003870834508406316
SAT,Quantum,SAT->Quantum,equal,223,-0.009962924754990945
SAT,Quantum,SAT->Quantum,equal,224,0.030193235071167883
SAT,Quantum,SAT->Quantum,equal,225,0.0009463560422681319
SAT,Quantum,SAT->Quantum,equal,226,-0.0070130709398425264
SAT,Quantum,SAT->Quantum,equal,227,0.00803779209637953
SAT,Quantum,SAT->Quantum,equal,228,0.002213465183606488
SAT,Quantum,SAT->Quantum,equal,229,0.012077588577762335
SAT,Quantum,SAT->Quantum,equal,230,-0.0034964795390712167
SAT,Quantum,SAT->Quantum,equal,231,0.022823277804815682
SAT,Quantum,SAT->Quantum,equal,232,0.021956305092642982
SAT,Quantum,SAT->Quantum,equal,233,-0.012004056210243657
SAT,Quantum,SAT->Quantum,equal,234,-0.0024826002259848586
SAT,Quantum,SAT->Quantum,equal,235,-0.011615165496281733
SAT,Quantum,SAT->Quantum,equal,236,-0.019740995197515643
SAT,Quantum,SAT->Quantum,equal,237,0.00878763528295565
SAT,Quantum,SAT->Quantum,equal,238,-0.02151207331293893
SAT,Quantum,SAT->Quantum,equal,239,0.007090933943283238
SAT,Quantum,SAT->Quantum,equal,240,-0.0062912983794645915
SAT,Quantum,SAT->Quantum,equal,241,-0.00939362287761353
SAT,Quantum,SAT->Quantum,equal,242,-0.00037777934279248284
SAT,Quantum,SAT->Quantum,equal,243,-0.01691095778864962
SAT,Quantum,SAT->Quantum,equal,244,0.04264677143472187
SAT,Quantum,SAT->Quantum,equal,245,-0.008292017469902302
SAT,Quantum,SAT->Quantum,equal,246,-0.002748094824917362
SAT,Quantum,SAT->Quantum,equal,247,0.010606523921232274
SAT,Quantum,SAT->Quantum,equal,248,-0.0017477842592943421
SAT,Quantum,SAT->Quantum,equal,249,-0.005648518991715836
SAT,Quantum,SAT->Quantum,equal,250,-0.0058995377410701365
SAT,Quantum,SAT->Quantum,equal,251,-0.010271029363232717
SAT,Quantum,SAT->Quantum,equal,252,0.010834925012763558
SAT,Quantum,SAT->Quantum,equal,253,-0.011286844070063074
SAT,Quantum,SAT->Quantum,equal,254,0.006232967319309286
SAT,Quantum,SAT->Quantum,equal,255,-0.02677670618585357
SAT,Quantum,SAT->Quantum,equal,256,-0.0007346847013736784
SAT,Quantum,SAT->Quantum,equal,257,-0.005260969479029579
SAT,Quantum,SAT->Quantum,equal,258,-0.013460658451598941
SAT,Quantum,SAT->Quantum,equal,259,0.024524193908680554
SAT,Quantum,SAT->Quantum,equal,260,0.006665814561640839
SAT,Quantum,SAT->Quantum,equal,261,0.007411034634136939
SAT,Quantum,SAT->Quantum,equal,262,-0.020147017014916845
SAT,Quantum,SAT->Quantum,equal,263,0.03352291389691426
SAT,Quantum,SAT->Quantum,equal,264,-0.007833050108820417
SAT,Quantum,SAT->Quantum,equal,265,-0.02861045495362315
SAT,Quantum,SAT->Quantum,equal,266,0.0030465031524842226
SAT,Quantum,SAT->Quantum,equal,267,-0.01312300739196562
SAT,Quantum,SAT->Quantum,equal,268,-0.010285248559728746
SAT,Quantum,SAT->Quantum,equal,269,0.02988321046276937
SAT,Quantum,SAT->Quantum,equal,270,-0.003958894783816484
SAT,Quantum,SAT->Quantum,equal,271,0.01184686249478761
SAT,Quantum,SAT->Quantum,equal,272,-0.0013558153876467372
SAT,Quantum,SAT->Quantum,equal,273,0.013587410928418385
SAT,Quantum,SAT->Quantum,equal,274,0.01265997976233071
SAT,Quantum,SAT->Quantum,equal,275,0.007504183749612667
SAT,Quantum,SAT->Quantum,equal,276,0.01837368975645281
SAT,Quantum,SAT->Quantum,equal,277,0.006826917968378144
SAT,Quantum,SAT->Quantum,equal,278,-0.025238798375178877
SAT,Quantum,SAT->Quantum,equal,279,-0.00845454352398606
SAT,Quantum,SAT->Quantum,equal,280,-0.014494804681791637
SAT,Quantum,SAT->Quantum,equal,281,-0.003094221873580795
SAT,Quantum,SAT->Quantum,equal,282,0.018292008583604198
SAT,Quantum,SAT->Quantum,equal,283,-0.00014266860639860343
SAT,Quantum,SAT->Quantum,equal,284,-0.009266085047960297
SAT,Quantum,SAT->Quantum,equal,285,0.012934670210410398
SAT,Quantum,SAT->Quantum,equal,286,0.006029668690468582
SAT,Quantum,SAT->Quantum,equal,287,-0.006136979626342361
SAT,Quantum,SAT->Quantum,equal,288,-0.008291990880978848
SAT,Quantum,SAT->Quantum,equal,289,-0.009105558480920227
SAT,Quantum,SAT->Quantum,equal,290,-0.016950864404152197
SAT,Quantum,SAT->Quantum,equal,291,-0.017956814340497965
SAT,Quantum,SAT->Quantum,equal,292,0.00034756452983034065
SAT,Quantum,SAT->Quantum,equal,293,-0.02372180345250874
SAT,Quantum,SAT->Quantum,equal,294,0.00269812500159621
SAT,Quantum,SAT->Quantum,equal,295,0.004393755507361966
SAT,Quantum,SAT->Quantum,equal,296,0.01753274368197325
SAT,Quantum,SAT->Quantum,equal,297,0.008139182378708766
SAT,Quantum,SAT->Quantum,equal,298,0.018388342772226233
SAT,Quantum,SAT->Quantum,equal,299,-0.003056266605176283
SAT,Quantum,SAT->Quantum,equal,300,0.006138789632321021
SAT,Quantum,SAT->Quantum,equal,301,-0.0028607789623959507
SAT,Quantum,SAT->Quantum,equal,302,-0.0017017308444561624
SAT,Quantum,SAT->Quantum,equal,303,0.00978434095032521
SAT,Quantum,SAT->Quantum,equal,304,-0.00844987590844468
SAT,Quantum,SAT->Quantum,equal,305,-0.02680117359309872
SAT,Quantum,SAT->Quantum,equal,306,0.0029695164639838515
SAT,Quantum,SAT->Quantum,equal,307,-0.037046175758871494
SAT,Quantum,SAT->Quantum,equal,308,0.05494562827544488
SAT,Quantum,SAT->Quantum,equal,309,0.0027419667777698825
SAT,Quantum,SAT->Quantum,equal,310,0.006845550926167423
SAT,Quantum,SAT->Quantum,equal,311,0.01046052498220029
SAT,Quantum,SAT->Quantum,equal,312,0.018257073537020586
SAT,Quantum,SAT->Quantum,equal,313,0.008647798536846529
SAT,Quantum,SAT->Quantum,equal,314,-0.020918144774659052
SAT,Quantum,SAT->Quantum,equal,315,0.004377427669294388
SAT,Quantum,SAT->Quantum,equal,316,-0.029522587133039183
SAT,Quantum,SAT->Quantum,equal,317,-0.006469855595206871
SAT,Quantum,SAT->Quantum,equal,318,0.005770086628461882
SAT,Quantum,SAT->Quantum,equal,319,0.002808473512061978
SAT,Quantum,SAT->Quantum,equal,320,-0.010524343436389553
SAT,Quantum,SAT->Quantum,equal,321,0.010251471390790669
SAT,Quantum,SAT->Quantum,equal,322,-0.0053457475617519875
SAT,Quantum,SAT->Quantum,equal,323,0.012385241734072213
SAT,Quantum,SAT->Quantum,equal,324,-0.008404042481962653
SAT,Quantum,SAT->Quantum,equal,325,-0.001202440961132207
SAT,Quantum,SAT->Quantum,equal,326,0.018556724267021228
SAT,Quantum,SAT->Quantum,equal,327,-0.014537859145947686
SAT,Quantum,SAT->Quantum,equal,328,-0.032869482706546695
SAT,Quantum,SAT->Quantum,equal,329,-0.0033914793205872336
SAT,Quantum,SAT->Quantum,equal,330,-0.022984231753814838
SAT,Quantum,SAT->Quantum,equal,331,-0.04909211064308775
SAT,Quantum,SAT->Quantum,equal,332,-0.02015148451382381
SAT,Quantum,SAT->Quantum,equal,333,0.013359177766929964
SAT,Quantum,SAT->Quantum,equal,334,0.011825333583409156
SAT,Quantum,SAT->Quantum,equal,335,-0.0029245285652676387
SAT,Quantum,SAT->Quantum,equal,336,-0.0064293931312624135
SAT,Quantum,SAT->Quantum,equal,337,-0.0005679100172054825
SAT,Quantum,SAT->Quantum,equal,338,-0.010252986959427508
SAT,Quantum,SAT->Quantum,equal,339,-0.015454752421962297
SAT,Quantum,SAT->Quantum,equal,340,-0.013424801469080004
SAT,Quantum,SAT->Quantum,equal,341,0.012618820668591777
SAT,Quantum,SAT->Quantum,equal,342,-0.019125382132684256
SAT,Quantum,SAT->Quantum,equal,343,-0.026747122509969183
SAT,Quantum,SAT->Quantum,equal,344,-0.0304110101093536
SAT,Quantum,SAT->Quantum,equal,345,0.04095611137834146
SAT,Quantum,SAT->Quantum,equal,346,-0.004276645013836912
SAT,Quantum,SAT->Quantum,equal,347,-0.011774283410145584
SAT,Quantum,SAT->Quantum,equal,348,-0.00661867603884236
SAT,Quantum,SAT->Quantum,equal,349,0.014629369823971882
SAT,Quantum,SAT->Quantum,equal,350,-0.03620210310687723
SAT,Quantum,SAT->Quantum,equal,351,-0.011418849958390084
SAT,Quantum,SAT->Quantum,equal,352,0.02843073594186766
SAT,Quantum,SAT->Quantum,equal,353,-0.0027106794516006554
SAT,Quantum,SAT->Quantum,equal,354,0.03779376140590472
SAT,Quantum,SAT->Quantum,equal,355,0.02165536382026294
SAT,Quantum,SAT->Quantum,equal,356,-0.00788041813601081
SAT,Quantum,SAT->Quantum,equal,357,0.018429707580267674
SAT,Quantum,SAT->Quantum,equal,358,0.015632339281940237
SAT,Quantum,SAT->Quantum,equal,359,-0.006186643537102097
SAT,Quantum,SAT->Quantum,equal,360,3.172842241514819e-05
SAT,Quantum,SAT->Quantum,equal,361,0.004826318947921081
SAT,Quantum,SAT->Quantum,equal,362,0.005806215657650258
SAT,Quantum,SAT->Quantum,equal,363,-0.0018120673199355248
SAT,Quantum,SAT->Quantum,equal,364,-0.006395158912724344
SAT,Quantum,SAT->Quantum,equal,365,-0.0061173259337758785
SAT,Quantum,SAT->Quantum,equal,366,0.008428658787179143
SAT,Quantum,SAT->Quantum,equal,367,-0.027224439027067913
SAT,Quantum,SAT->Quantum,equal,368,-0.015115553047333778
SAT,Quantum,SAT->Quantum,equal,369,-0.0028294586099849597
SAT,Quantum,SAT->Quantum,equal,370,-0.02886180816364615
SAT,Quantum,SAT->Quantum,equal,371,0.010285752629740741
SAT,Quantum,SAT->Quantum,equal,372,-0.0007422919323153766
SAT,Quantum,SAT->Quantum,equal,373,0.004010179779256659
SAT,Quantum,SAT->Quantum,equal,374,-0.010927977848348047
SAT,Quantum,SAT->Quantum,equal,375,0.004223139983230087
SAT,Quantum,SAT->Quantum,equal,376,0.023044301449680588
SAT,Quantum,SAT->Quantum,equal,377,0.003161829949070667
SAT,Quantum,SAT->Quantum,equal,378,-0.027617708796780896
SAT,Quantum,SAT->Quantum,equal,379,0.009676801909476541
SAT,Quantum,SAT->Quantum,equal,380,0.02933316232457302
SAT,Quantum,SAT->Quantum,equal,381,-0.0037240328637694465
SAT,Quantum,SAT->Quantum,equal,382,-0.017344504459609694
SAT,Quantum,SAT->Quantum,equal,383,0.00781505360589359
SAT,Quantum,SAT->Quantum,equal,384,0.002030865611849088
SAT,Quantum,SAT->Quantum,equal,385,-0.01701280372116182
SAT,Quantum,SAT->Quantum,equal,386,0.002515693639765079
SAT,Quantum,SAT->Quantum,equal,387,0.0073520268159088945
SAT,Quantum,SAT->Quantum,equal,388,0.022871371289791245
SAT,Quantum,SAT->Quantum,equal,389,-0.004661978409724186
SAT,Quantum,SAT->Quantum,equal,390,-0.00858403018178672
SAT,Quantum,SAT->Quantum,equal,391,0.011664603541133817
SAT,Quantum,SAT->Quantum,equal,392,0.009915546651997979
SAT,Quantum,SAT->Quantum,equal,393,-0.015584161552059836
SAT,Quantum,SAT->Quantum,equal,394,0.020949077488554433
SAT,Quantum,SAT->Quantum,equal,395,0.00016646037510463708
SAT,Quantum,SAT->Quantum,equal,396,-0.001968182364749581
SAT,Quantum,SAT->Quantum,equal,397,-0.013990396570644619
SAT,Quantum,SAT->Quantum,equal,398,-0.011954601932154094
SAT,Quantum,SAT->Quantum,equal,399,0.02883944128135381
SAT,Quantum,SAT->Quantum,equal,400,0.024566715754717323
SAT,Quantum,SAT->Quantum,equal,401,-0.021412907823794226
SAT,Quantum,SAT->Quantum,equal,402,-0.0218929781137125
SAT,Quantum,SAT->Quantum,equal,403,0.004982060068506362
SAT,Quantum,SAT->Quantum,equal,404,0.0015755129449398324
SAT,Quantum,SAT->Quantum,equal,405,-0.004195194464913834
SAT,Quantum,SAT->Quantum,equal,406,0.006767625788610852
SAT,Quantum,SAT->Quantum,equal,407,-0.004213307119453643
SAT,Quantum,SAT->Quantum,equal,408,-0.0233705671322912
SAT,Quantum,SAT->Quantum,equal,409,-0.00015666697488826616
SAT,Quantum,SAT->Quantum,equal,410,-0.005708164104456546
SAT,Quantum,SAT->Quantum,equal,411,-0.006480622429905039
SAT,Quantum,SAT->Quantum,equal,412,0.005286562297445319
SAT,Quantum,SAT->Quantum,equal,413,0.009010109563507486
SAT,Quantum,SAT->Quantum,equal,414,-0.028065953544742565
SAT,Quantum,SAT->Quantum,equal,415,0.0010731272712756956
SAT,Quantum,SAT->Quantum,equal,416,0.02690208667422282
SAT,Quantum,SAT->Quantum,equal,417,-0.01050454308491897
SAT,Quantum,SAT->Quantum,equal,418,0.0026221724822764712
SAT,Quantum,SAT->Quantum,equal,419,0.016282849049328786
SAT,Quantum,SAT->Quantum,equal,420,-0.013208412413514716
SAT,Quantum,SAT->Quantum,equal,421,0.04790627544424406
SAT,Quantum,SAT->Quantum,equal,422,0.02722720735382451
SAT,Quantum,SAT->Quantum,equal,423,0.012871040957402761
SAT,Quantum,SAT->Quantum,equal,424,0.009078249417466424
SAT,Quantum,SAT->Quantum,equal,425,-0.0013595106882399398
