scenario,shuffle_id,F_diag,globality,locality,delta_F_vs_real,delta_globality_vs_real,delta_locality_vs_real
standard_model_like_noise,33,3.2458225406789305,0.007408201351289834,0.6393898256952599,-0.06666310542717468,1.1102230246251565e-16,0.0
standard_model_like_noise,34,4.828127178009905,0.007408201351289834,0.6393898256952598,1.5156415319037997,1.1102230246251565e-16,-1.1102230246251565e-16
standard_model_like_noise,35,4.793871160878872,0.007408201351289723,0.6393898256952599,1.481385514772767,0.0,0.0
standard_model_like_noise,36,5.2639614030361725,0.007408201351289723,0.6393898256952599,1.9514757569300674,0.0,0.0
standard_model_like_noise,37,3.8725783444276387,0.007408201351289723,0.6393898256952599,0.5600926983215335,0.0,0.0
standard_model_like_noise,38,4.764788043609501,0.007408201351289723,0.6393898256952599,1.452302397503396,0.0,0.0
standard_model_like_noise,39,3.551930239002993,0.007408201351289723,0.6393898256952599,0.2394445928968878,0.0,0.0
standard_model_like_noise,40,3.9308749328295227,0.007408201351289723,0.6393898256952599,0.6183892867234175,0.0,0.0
standard_model_like_noise,41,4.439002992659364,0.007408201351289723,0.6393898256952599,1.1265173465532587,0.0,0.0
standard_model_like_noise,42,4.0975356019394225,0.007408201351289723,0.6393898256952599,0.7850499558333173,0.0,0.0
standard_model_like_noise,43,3.170861531159353,0.007408201351289723,0.6393898256952599,-0.1416241149467523,0.0,0.0
standard_model_like_noise,44,3.764920953169347,0.007408201351289723,0.6393898256952598,0.45243530706324186,0.0,-1.1102230246251565e-16
standard_model_like_noise,45,3.717306790060406,0.007408201351289834,0.6393898256952598,0.404821143954301,1.1102230246251565e-16,-1.1102230246251565e-16
standard_model_like_noise,46,3.9225914961251807,0.007408201351289723,0.6393898256952599,0.6101058500190755,0.0,0.0
standard_model_like_noise,47,3.694835516268832,0.007408201351289723,0.6393898256952598,0.3823498701627268,0.0,-1.1102230246251565e-16
standard_model_like_noise,48,4.472806802841593,0.007408201351289723,0.6393898256952599,1.1603211567354874,0.0,0.0
standard_model_like_noise,49,4.022246854065756,0.007408201351289723,0.6393898256952598,0.7097612079596507,0.0,-1.1102230246251565e-16
standard_model_like_noise,50,3.5871878028236686,0.007408201351289723,0.6393898256952599,0.2747021567175634,0.0,0.0
standard_model_like_noise,51,3.179793425763604,0.007408201351289723,0.6393898256952599,-0.13269222034250117,0.0,0.0
standard_model_like_noise,52,4.2240137185556135,0.007408201351289501,0.6393898256952599,0.9115280724495083,-2.220446049250313e-16,0.0
standard_model_like_noise,53,3.640106440320465,0.007408201351289723,0.6393898256952599,0.32762079421435963,0.0,0.0
standard_model_like_noise,54,3.597626782165137,0.007408201351289723,0.6393898256952598,0.2851411360590319,0.0,-1.1102230246251565e-16
standard_model_like_noise,55,3.538761301473324,0.007408201351289723,0.6393898256952599,0.22627565536721894,0.0,0.0
standard_model_like_noise,56,4.036677955885321,0.007408201351289723,0.6393898256952598,0.724192309779216,0.0,-1.1102230246251565e-16
standard_model_like_noise,57,4.778356698615342,0.007408201351289723,0.6393898256952598,1.4658710525092369,0.0,-1.1102230246251565e-16
standard_model_like_noise,58,3.7564997435518275,0.007408201351289723,0.6393898256952599,0.4440140974457223,0.0,0.0
standard_model_like_noise,59,3.58736162704,0.007408201351289723,0.6393898256952599,0.27487598093389476,0.0,0.0
standard_model_like_noise,60,4.8508615339788514,0.007408201351289723,0.6393898256952599,1.5383758878727463,0.0,0.0
standard_model_like_noise,61,4.699583199681536,0.007408201351289501,0.6393898256952599,1.3870975535754306,-2.220446049250313e-16,0.0
standard_model_like_noise,62,4.942440593422254,0.007408201351289723,0.6393898256952598,1.6299549473161488,0.0,-1.1102230246251565e-16
standard_model_like_noise,63,4.294637239630773,0.007408201351289723,0.6393898256952599,0.9821515935246676,0.0,0.0
standard_model_like_noise,64,4.638702969769422,0.007408201351289723,0.6393898256952599,1.3262173236633172,0.0,0.0
standard_model_like_noise,65,3.194427379889254,0.007408201351289723,0.6393898256952598,-0.11805826621685123,0.0,-1.1102230246251565e-16
standard_model_like_noise,66,4.031157619202467,0.007408201351289945,0.6393898256952598,0.7186719730963622,2.220446049250313e-16,-1.1102230246251565e-16
standard_model_like_noise,67,3.8252747414097894,0.007408201351289723,0.6393898256952599,0.5127890953036842,0.0,0.0
standard_model_like_noise,68,4.367087094513261,0.007408201351289834,0.6393898256952599,1.0546014484071558,1.1102230246251565e-16,0.0
standard_model_like_noise,69,4.030217367101603,0.007408201351289723,0.6393898256952598,0.7177317209954976,0.0,-1.1102230246251565e-16
standard_model_like_noise,70,4.414573486772542,0.007408201351289723,0.6393898256952599,1.102087840666437,0.0,0.0
standard_model_like_noise,71,3.7612193357364494,0.007408201351289723,0.6393898256952599,0.4487336896303442,0.0,0.0
standard_model_like_noise,72,3.8498386905389093,0.007408201351289723,0.6393898256952599,0.5373530444328041,0.0,0.0
standard_model_like_noise,73,4.071407055226639,0.007408201351289723,0.6393898256952598,0.7589214091205339,0.0,-1.1102230246251565e-16
standard_model_like_noise,74,3.9758917319975344,0.007408201351289723,0.6393898256952598,0.6634060858914292,0.0,-1.1102230246251565e-16
standard_model_like_noise,75,4.050782166265806,0.007408201351289723,0.6393898256952599,0.7382965201597012,0.0,0.0
standard_model_like_noise,76,4.084035077303537,0.007408201351289723,0.6393898256952599,0.7715494311974318,0.0,0.0
standard_model_like_noise,77,4.032619095779817,0.007408201351289723,0.6393898256952598,0.7201334496737122,0.0,-1.1102230246251565e-16
standard_model_like_noise,78,3.265111109894041,0.007408201351289723,0.6393898256952598,-0.04737453621206411,0.0,-1.1102230246251565e-16
standard_model_like_noise,79,3.5128743944530987,0.007408201351289834,0.6393898256952599,0.2003887483469935,1.1102230246251565e-16,0.0
standard_model_like_noise,80,3.0286962691977255,0.007408201351289723,0.6393898256952598,-0.2837893769083797,0.0,-1.1102230246251565e-16
standard_model_like_noise,81,4.0593626761006965,0.007408201351289723,0.6393898256952598,0.7468770299945913,0.0,-1.1102230246251565e-16
standard_model_like_noise,82,2.7116108776553194,0.007408201351289723,0.6393898256952599,-0.6008747684507858,0.0,0.0
standard_model_like_noise,83,3.637632418240168,0.007408201351289723,0.6393898256952598,0.3251467721340626,0.0,-1.1102230246251565e-16
standard_model_like_noise,84,4.250853555539347,0.007408201351289723,0.6393898256952599,0.938367909433242,0.0,0.0
standard_model_like_noise,85,3.923012340209013,0.007408201351289723,0.6393898256952599,0.6105266941029077,0.0,0.0
standard_model_like_noise,86,4.558012626985654,0.007408201351289723,0.6393898256952598,1.245526980879549,0.0,-1.1102230246251565e-16
standard_model_like_noise,87,4.65944593497067,0.007408201351289723,0.6393898256952599,1.3469602888645644,0.0,0.0
standard_model_like_noise,88,3.553120929247158,0.007408201351289723,0.6393898256952599,0.24063528314105298,0.0,0.0
standard_model_like_noise,89,3.6444708775988364,0.007408201351289723,0.6393898256952598,0.3319852314927312,0.0,-1.1102230246251565e-16
standard_model_like_noise,90,3.696543912742861,0.007408201351289723,0.6393898256952598,0.3840582666367558,0.0,-1.1102230246251565e-16
standard_model_like_noise,91,4.150386945458564,0.007408201351289723,0.6393898256952599,0.8379012993524588,0.0,0.0
standard_model_like_noise,92,3.112100298249297,0.007408201351289723,0.6393898256952599,-0.20038534785680806,0.0,0.0
standard_model_like_noise,93,4.628027593541983,0.007408201351289723,0.6393898256952598,1.3155419474358778,0.0,-1.1102230246251565e-16
standard_model_like_noise,94,4.261868026254943,0.007408201351289723,0.6393898256952598,0.9493823801488377,0.0,-1.1102230246251565e-16
standard_model_like_noise,95,3.420111545236387,0.007408201351289723,0.6393898256952599,0.10762589913028187,0.0,0.0
standard_model_like_noise,96,5.0086491381724585,0.007408201351289723,0.6393898256952598,1.6961634920663533,0.0,-1.1102230246251565e-16
standard_model_like_noise,97,4.118811488291698,0.007408201351289723,0.6393898256952598,0.8063258421855926,0.0,-1.1102230246251565e-16
standard_model_like_noise,98,4.3798521528410195,0.007408201351289834,0.6393898256952598,1.0673665067349143,1.1102230246251565e-16,-1.1102230246251565e-16
standard_model_like_noise,99,4.116852953939009,0.007408201351289723,0.6393898256952598,0.8043673078329041,0.0,-1.1102230246251565e-16
standard_model_like_noise,100,3.48905895304586,0.007408201351289723,0.6393898256952598,0.17657330693975481,0.0,-1.1102230246251565e-16
standard_model_like_noise,101,3.467723710217991,0.007408201351289723,0.6393898256952598,0.1552380641118858,0.0,-1.1102230246251565e-16
standard_model_like_noise,102,3.7792192104982325,0.007408201351289723,0.6393898256952599,0.4667335643921273,0.0,0.0
standard_model_like_noise,103,4.0500368091510435,0.007408201351289723,0.6393898256952598,0.7375511630449383,0.0,-1.1102230246251565e-16
standard_model_like_noise,104,4.191573842298521,0.007408201351289723,0.6393898256952599,0.8790881961924155,0.0,0.0
standard_model_like_noise,105,4.3255353098958,0.007408201351289723,0.6393898256952598,1.0130496637896949,0.0,-1.1102230246251565e-16
standard_model_like_noise,106,3.9687430470489065,0.007408201351289834,0.6393898256952598,0.6562574009428013,1.1102230246251565e-16,-1.1102230246251565e-16
standard_model_like_noise,107,4.826985352485131,0.007408201351289723,0.6393898256952598,1.5144997063790262,0.0,-1.1102230246251565e-16
standard_model_like_noise,108,4.324117418533576,0.007408201351289723,0.6393898256952599,1.0116317724274708,0.0,0.0
standard_model_like_noise,109,3.9363988990106513,0.007408201351289723,0.6393898256952598,0.6239132529045461,0.0,-1.1102230246251565e-16
standard_model_like_noise,110,5.661629281581267,0.007408201351289723,0.6393898256952599,2.349143635475162,0.0,0.0
standard_model_like_noise,111,4.991460265276209,0.007408201351289723,0.6393898256952599,1.6789746191701038,0.0,0.0
standard_model_like_noise,112,4.018956421969455,0.007408201351289834,0.6393898256952599,0.7064707758633499,1.1102230246251565e-16,0.0
standard_model_like_noise,113,3.8149131434045787,0.007408201351289723,0.6393898256952598,0.5024274972984735,0.0,-1.1102230246251565e-16
standard_model_like_noise,114,3.8547479854881335,0.007408201351289723,0.6393898256952598,0.5422623393820283,0.0,-1.1102230246251565e-16
standard_model_like_noise,115,3.959924958485905,0.007408201351289723,0.6393898256952599,0.6474393123797997,0.0,0.0
standard_model_like_noise,116,3.8812368313839665,0.007408201351289834,0.6393898256952599,0.5687511852778613,1.1102230246251565e-16,0.0
standard_model_like_noise,117,4.066822723317739,0.007408201351289723,0.6393898256952599,0.754337077211634,0.0,0.0
standard_model_like_noise,118,3.683168885106115,0.007408201351289834,0.6393898256952598,0.37068323900000966,1.1102230246251565e-16,-1.1102230246251565e-16
standard_model_like_noise,119,4.4090064751733244,0.007408201351289723,0.6393898256952598,1.0965208290672193,0.0,-1.1102230246251565e-16
standard_model_like_noise,120,4.435762179713413,0.007408201351289723,0.6393898256952599,1.1232765336073074,0.0,0.0
standard_model_like_noise,121,3.8609360041375735,0.007408201351289834,0.6393898256952598,0.5484503580314684,1.1102230246251565e-16,-1.1102230246251565e-16
standard_model_like_noise,122,3.4458768985151833,0.007408201351289723,0.6393898256952599,0.13339125240907812,0.0,0.0
standard_model_like_noise,123,2.878692095489981,0.007408201351289834,0.6393898256952599,-0.43379355061612435,1.1102230246251565e-16,0.0
standard_model_like_noise,124,3.9630879436964417,0.007408201351289723,0.6393898256952599,0.6506022975903365,0.0,0.0
standard_model_like_noise,125,3.482595942577802,0.007408201351289723,0.6393898256952599,0.17011029647169673,0.0,0.0
standard_model_like_noise,126,4.3489449775383635,0.007408201351289723,0.6393898256952599,1.0364593314322583,0.0,0.0
standard_model_like_noise,127,3.8049463070144847,0.007408201351289834,0.6393898256952599,0.4924606609083795,1.1102230246251565e-16,0.0
standard_model_like_noise,128,4.119633160034726,0.007408201351289723,0.6393898256952599,0.807147513928621,0.0,0.0
standard_model_like_noise,129,3.708832524415699,0.007408201351289834,0.6393898256952599,0.3963468783095938,1.1102230246251565e-16,0.0
standard_model_like_noise,130,4.094519595483547,0.007408201351289501,0.6393898256952599,0.7820339493774418,-2.220446049250313e-16,0.0
standard_model_like_noise,131,4.950675784485035,0.007408201351289723,0.6393898256952599,1.6381901383789295,0.0,0.0
standard_model_like_noise,132,3.5185510148063743,0.007408201351289723,0.6393898256952598,0.20606536870026915,0.0,-1.1102230246251565e-16
standard_model_like_noise,133,4.261990174823793,0.007408201351289723,0.6393898256952599,0.9495045287176875,0.0,0.0
standard_model_like_noise,134,4.933596263189977,0.007408201351289723,0.6393898256952599,1.6211106170838718,0.0,0.0
standard_model_like_noise,135,3.6444318705167387,0.007408201351289723,0.6393898256952599,0.3319462244106335,0.0,0.0
standard_model_like_noise,136,4.350084696039328,0.007408201351289723,0.6393898256952599,1.037599049933223,0.0,0.0
standard_model_like_noise,137,4.003877669394988,0.007408201351289834,0.6393898256952599,0.6913920232888824,1.1102230246251565e-16,0.0
standard_model_like_noise,138,4.441149162321905,0.007408201351289723,0.6393898256952599,1.1286635162157994,0.0,0.0
standard_model_like_noise,139,4.667963574357372,0.007408201351289723,0.6393898256952599,1.3554779282512666,0.0,0.0
standard_model_like_noise,140,3.50240151992762,0.007408201351289723,0.6393898256952599,0.18991587382151476,0.0,0.0
standard_model_like_noise,141,3.614192910171975,0.007408201351289723,0.6393898256952599,0.30170726406587,0.0,0.0
standard_model_like_noise,142,4.806089680772261,0.007408201351289723,0.6393898256952599,1.4936040346661557,0.0,0.0
standard_model_like_noise,143,4.2542807584196405,0.007408201351289723,0.6393898256952598,0.9417951123135353,0.0,-1.1102230246251565e-16
standard_model_like_noise,144,3.673480688184694,0.007408201351289723,0.6393898256952599,0.360995042078589,0.0,0.0
standard_model_like_noise,145,4.376124991070698,0.007408201351289723,0.6393898256952599,1.0636393449645931,0.0,0.0
standard_model_like_noise,146,3.407574501923559,0.007408201351289723,0.6393898256952598,0.09508885581745385,0.0,-1.1102230246251565e-16
standard_model_like_noise,147,3.411188893847716,0.007408201351289834,0.6393898256952599,0.09870324774161077,1.1102230246251565e-16,0.0
standard_model_like_noise,148,4.0178967655873,0.007408201351289834,0.6393898256952599,0.7054111194811945,1.1102230246251565e-16,0.0
standard_model_like_noise,149,4.5521019227939945,0.007408201351289723,0.6393898256952599,1.2396162766878893,0.0,0.0
standard_model_like_noise,150,3.087770701746055,0.007408201351289834,0.6393898256952598,-0.22471494436005024,1.1102230246251565e-16,-1.1102230246251565e-16
standard_model_like_noise,151,3.2502590167310337,0.007408201351289834,0.6393898256952598,-0.06222662937507151,1.1102230246251565e-16,-1.1102230246251565e-16
standard_model_like_noise,152,3.935060579856109,0.007408201351289834,0.6393898256952599,0.6225749337500037,1.1102230246251565e-16,0.0
standard_model_like_noise,153,4.135434264036639,0.007408201351289723,0.6393898256952599,0.8229486179305336,0.0,0.0
standard_model_like_noise,154,3.3014835123030846,0.007408201351289723,0.6393898256952599,-0.01100213380302062,0.0,0.0
standard_model_like_noise,155,4.067250169815257,0.007408201351289723,0.6393898256952599,0.7547645237091523,0.0,0.0
standard_model_like_noise,156,4.950455635642227,0.007408201351289834,0.6393898256952599,1.6379699895361215,1.1102230246251565e-16,0.0
standard_model_like_noise,157,3.977164221808026,0.007408201351289723,0.6393898256952598,0.6646785757019207,0.0,-1.1102230246251565e-16
standard_model_like_noise,158,3.9844099577295498,0.007408201351289723,0.6393898256952598,0.6719243116234446,0.0,-1.1102230246251565e-16
standard_model_like_noise,159,4.196904350098373,0.007408201351289723,0.6393898256952598,0.8844187039922682,0.0,-1.1102230246251565e-16
standard_model_like_noise,160,3.725373211933799,0.007408201351289723,0.6393898256952599,0.4128875658276936,0.0,0.0
standard_model_like_noise,161,6.071047530258446,0.007408201351289834,0.6393898256952599,2.758561884152341,1.1102230246251565e-16,0.0
standard_model_like_noise,162,4.189476459461026,0.007408201351289834,0.6393898256952599,0.8769908133549205,1.1102230246251565e-16,0.0
standard_model_like_noise,163,3.8016011926964017,0.007408201351289723,0.6393898256952599,0.48911554659029655,0.0,0.0
standard_model_like_noise,164,3.4964322809564727,0.007408201351289723,0.6393898256952599,0.18394663485036755,0.0,0.0
standard_model_like_noise,165,3.672541118433493,0.007408201351289723,0.6393898256952599,0.3600554723273879,0.0,0.0
standard_model_like_noise,166,4.5085227433136925,0.007408201351289723,0.6393898256952599,1.1960370972075873,0.0,0.0
standard_model_like_noise,167,3.39914134494202,0.007408201351289834,0.6393898256952599,0.08665569883591484,1.1102230246251565e-16,0.0
standard_model_like_noise,168,4.045571828449656,0.007408201351289723,0.6393898256952599,0.733086182343551,0.0,0.0
standard_model_like_noise,169,3.7376433433350473,0.007408201351289723,0.6393898256952599,0.42515769722894214,0.0,0.0
standard_model_like_noise,170,3.387438796569408,0.007408201351289723,0.6393898256952599,0.07495315046330298,0.0,0.0
standard_model_like_noise,171,3.4822139033802815,0.007408201351289834,0.6393898256952598,0.1697282572741763,1.1102230246251565e-16,-1.1102230246251565e-16
standard_model_like_noise,172,4.260531892334445,0.007408201351289723,0.6393898256952599,0.9480462462283397,0.0,0.0
standard_model_like_noise,173,4.467590528120829,0.007408201351289834,0.6393898256952599,1.155104882014724,1.1102230246251565e-16,0.0
standard_model_like_noise,174,3.470851323848592,0.007408201351289834,0.6393898256952599,0.1583656777424869,1.1102230246251565e-16,0.0
standard_model_like_noise,175,4.254214683259038,0.007408201351289723,0.6393898256952599,0.9417290371529328,0.0,0.0
standard_model_like_noise,176,3.614657669949707,0.007408201351289723,0.6393898256952599,0.30217202384360187,0.0,0.0
standard_model_like_noise,177,3.362873245906655,0.007408201351289501,0.6393898256952598,0.050387599800549854,-2.220446049250313e-16,-1.1102230246251565e-16
standard_model_like_noise,178,6.473917406749123,0.007408201351289723,0.6393898256952598,3.1614317606430182,0.0,-1.1102230246251565e-16
standard_model_like_noise,179,4.477091015804456,0.007408201351289723,0.6393898256952599,1.164605369698351,0.0,0.0
standard_model_like_noise,180,3.5870325756675174,0.007408201351289723,0.6393898256952598,0.27454692956141225,0.0,-1.1102230246251565e-16
standard_model_like_noise,181,4.873179262422719,0.007408201351289723,0.6393898256952598,1.5606936163166134,0.0,-1.1102230246251565e-16
standard_model_like_noise,182,4.544579365630941,0.007408201351289723,0.6393898256952598,1.232093719524836,0.0,-1.1102230246251565e-16
standard_model_like_noise,183,4.3635826759903305,0.007408201351289723,0.6393898256952599,1.0510970298842253,0.0,0.0
standard_model_like_noise,184,3.9231663515352033,0.007408201351289723,0.6393898256952599,0.6106807054290981,0.0,0.0
standard_model_like_noise,185,3.5661792919606947,0.007408201351289723,0.6393898256952598,0.25369364585458953,0.0,-1.1102230246251565e-16
standard_model_like_noise,186,5.3828014477972905,0.007408201351289723,0.6393898256952598,2.0703158016911853,0.0,-1.1102230246251565e-16
standard_model_like_noise,187,3.9112874564456375,0.007408201351289723,0.6393898256952599,0.5988018103395323,0.0,0.0
standard_model_like_noise,188,4.287310897549275,0.007408201351289723,0.6393898256952599,0.9748252514431694,0.0,0.0
standard_model_like_noise,189,3.2534509693795677,0.007408201351289723,0.6393898256952599,-0.059034676726537505,0.0,0.0
standard_model_like_noise,190,4.45693202081898,0.007408201351289723,0.6393898256952598,1.1444463747128752,0.0,-1.1102230246251565e-16
standard_model_like_noise,191,3.2524065882156235,0.007408201351289723,0.6393898256952599,-0.060079057890481735,0.0,0.0
standard_model_like_noise,192,4.162018412586616,0.007408201351289723,0.6393898256952599,0.849532766480511,0.0,0.0
standard_model_like_noise,193,3.9333326816612164,0.007408201351289723,0.6393898256952599,0.6208470355551112,0.0,0.0
standard_model_like_noise,194,5.032343523914584,0.007408201351289723,0.6393898256952599,1.7198578778084785,0.0,0.0
standard_model_like_noise,195,2.9978512705310245,0.007408201351289723,0.6393898256952599,-0.31463437557508067,0.0,0.0
standard_model_like_noise,196,4.0608713190581245,0.007408201351289723,0.6393898256952599,0.7483856729520193,0.0,0.0
standard_model_like_noise,197,3.5309035647580065,0.007408201351289723,0.6393898256952598,0.2184179186519013,0.0,-1.1102230246251565e-16
standard_model_like_noise,198,3.2443274863255387,0.007408201351289723,0.6393898256952598,-0.0681581597805665,0.0,-1.1102230246251565e-16
standard_model_like_noise,199,3.903295906589989,0.007408201351289723,0.6393898256952598,0.5908102604838836,0.0,-1.1102230246251565e-16
coherent_wilson_shift,0,1.911335291803998,0.9160707868944874,0.15857513889327743,-0.14802113378206094,0.0,-2.7755575615628914e-17
coherent_wilson_shift,1,2.3845206920035746,0.9160707868944874,0.15857513889327748,0.3251642664175156,0.0,2.7755575615628914e-17
coherent_wilson_shift,2,1.7842321661178646,0.9160707868944874,0.15857513889327743,-0.2751242594681944,0.0,-2.7755575615628914e-17
coherent_wilson_shift,3,2.8182478447391617,0.9160707868944874,0.15857513889327746,0.7588914191531027,0.0,0.0
coherent_wilson_shift,4,3.890300251293013,0.9160707868944874,0.15857513889327743,1.830943825706954,0.0,-2.7755575615628914e-17
coherent_wilson_shift,5,1.0883319757854533,0.9160707868944874,0.15857513889327743,-0.9710244498006058,0.0,-2.7755575615628914e-17
coherent_wilson_shift,6,1.210475651565741,0.9160707868944874,0.15857513889327743,-0.8488807740203179,0.0,-2.7755575615628914e-17
coherent_wilson_shift,7,2.8768523502286145,0.9160707868944874,0.15857513889327748,0.8174959246425555,0.0,2.7755575615628914e-17
coherent_wilson_shift,8,1.9620217823621524,0.9160707868944874,0.15857513889327743,-0.09733464322390661,0.0,-2.7755575615628914e-17
coherent_wilson_shift,9,2.2039944681305674,0.9160707868944874,0.15857513889327743,0.1446380425445084,0.0,-2.7755575615628914e-17
coherent_wilson_shift,10,3.0124229717654885,0.9160707868944874,0.15857513889327743,0.9530665461794294,0.0,-2.7755575615628914e-17
coherent_wilson_shift,11,3.7898553518120597,0.9160707868944874,0.15857513889327743,1.7304989262260007,0.0,-2.7755575615628914e-17
coherent_wilson_shift,12,0.8077764198225625,0.9160707868944874,0.15857513889327746,-1.2515800057634965,0.0,0.0
coherent_wilson_shift,13,1.8293938392236613,0.9160707868944874,0.15857513889327743,-0.22996258636239775,0.0,-2.7755575615628914e-17
coherent_wilson_shift,14,2.400705406941369,0.9160707868944874,0.15857513889327746,0.3413489813553099,0.0,0.0
coherent_wilson_shift,15,4.923001925118709,0.9160707868944874,0.15857513889327746,2.86364549953265,0.0,0.0
coherent_wilson_shift,16,3.019677132314415,0.9160707868944874,0.15857513889327743,0.9603207067283561,0.0,-2.7755575615628914e-17
coherent_wilson_shift,17,2.4807482837644947,0.9160707868944874,0.15857513889327743,0.4213918581784357,0.0,-2.7755575615628914e-17
coherent_wilson_shift,18,1.7728395017412306,0.9160707868944874,0.1585751388932775,-0.2865169238448284,0.0,5.551115123125783e-17
coherent_wilson_shift,19,3.095329857648245,0.9160707868944874,0.15857513889327743,1.0359734320621858,0.0,-2.7755575615628914e-17
coherent_wilson_shift,20,1.9512850256867775,0.9160707868944874,0.15857513889327748,-0.1080713998992815,0.0,2.7755575615628914e-17
coherent_wilson_shift,21,2.696799109714328,0.9160707868944874,0.15857513889327743,0.6374426841282688,0.0,-2.7755575615628914e-17
coherent_wilson_shift,22,2.192477795053124,0.9160707868944874,0.15857513889327746,0.133121369467065,0.0,0.0
coherent_wilson_shift,23,3.2031923049294546,0.9160707868944874,0.15857513889327746,1.1438358793433956,0.0,0.0
coherent_wilson_shift,24,1.9867512162412004,0.9160707868944874,0.15857513889327748,-0.07260520934485859,0.0,2.7755575615628914e-17
coherent_wilson_shift,25,2.5352446310877066,0.9160707868944874,0.15857513889327743,0.47588820550164757,0.0,-2.7755575615628914e-17
coherent_wilson_shift,26,2.121069647155509,0.9160707868944874,0.15857513889327746,0.06171322156945003,0.0,0.0
coherent_wilson_shift,27,2.2196315054886164,0.9160707868944873,0.15857513889327743,0.1602750799025574,-1.1102230246251565e-16,-2.7755575615628914e-17
coherent_wilson_shift,28,1.3881186287854195,0.9160707868944874,0.15857513889327743,-0.6712377968006396,0.0,-2.7755575615628914e-17
