d_H,d_B,d_S,d_V,d_R,label,source,min_margin,violation,boundary_stress,safety_lambda
0.2027992463908319,0.23091089552952748,0.3158098063821312,0.221466656005869,0.009425479260750729,safe,maat_core_boundary,0.16390221679369799,0.0,0.037701917043002915,1000000.0
0.25507282702876366,0.21358148617968065,0.3194555699694892,0.27946199116254167,0.01416071575191564,safe,maat_core_boundary,0.14354946417112413,0.0,0.05664286300766256,1000000.0
0.12843935449070665,0.23300419042783171,0.3067472439269733,0.19206002463853744,0.019157108121745488,safe,maat_core_boundary,0.12843935449070665,0.0,0.07662843248698195,1000000.0
0.2061579969617341,0.13698316561193247,0.29043974823504093,0.2597334762985841,0.016148022649732,safe,maat_core_boundary,0.13698316561193247,0.0,0.064592090598928,1000000.0
0.23876556654215653,0.2663415569532601,0.32915717317355053,0.23241917166507864,0.026231317078795027,safe,maat_core_boundary,0.11272534562782532,0.0,0.1049252683151801,1000000.0
0.18652838799820237,0.1873194379074713,0.35267645146715587,0.2614286482803104,0.01753767308949197,safe,maat_core_boundary,0.13285548014017856,0.0,0.07015069235796788,1000000.0
0.20464412640676566,0.21002455427992572,0.25988741052227327,0.2831283521730431,0.021751562921311886,safe,maat_core_boundary,0.12208876522290635,0.0,0.08700625168524755,1000000.0
0.1876560706877548,0.20971582642163578,0.3309287831618416,0.229960558743734,0.0067560419354785045,safe,maat_core_boundary,0.1805511855894969,0.0,0.027024167741914018,1000000.0
0.20572110226194995,0.20456680852469156,0.33107800440153234,0.20065615747382803,0.02694502930923621,safe,maat_core_boundary,0.11138310393671691,0.0,0.10778011723694483,1000000.0
0.10994831375459513,0.21679267712242856,0.3090971059554477,0.2889125424529767,0.027729439392212767,safe,maat_core_boundary,0.10994831375459513,0.0,0.11091775756885107,1000000.0
0.2269066036931615,0.12843462735772415,0.30350976341554314,0.20249904326806134,0.019158919371317345,safe,maat_core_boundary,0.12843462735772415,0.0,0.07663567748526938,1000000.0
0.23693427860686422,0.22216337983027434,0.295009521398927,0.1718304984850373,0.008186899332994062,safe,maat_core_boundary,0.17094628417506308,0.0,0.03274759733197625,1000000.0
0.20614165060475897,0.21045751171659677,0.3505424132323508,0.14299530632890145,0.01431853413307646,safe,maat_core_boundary,0.14299530632890145,0.0,0.05727413653230584,1000000.0
0.16895688755455984,0.16165066674993445,0.35305372890727826,0.2561023433465298,0.00985961955183526,safe,maat_core_boundary,0.16165066674993445,0.0,0.03943847820734104,1000000.0
0.19609821906194957,0.23773169572907749,0.29224879584120733,0.24191982145341207,0.05804615695920813,safe,maat_core_boundary,0.07301112070814508,0.0,0.23218462783683252,1000000.0
0.14942653394513206,0.2503044621570183,0.27776527858531097,0.22341894392824524,0.01259034485619611,safe,maat_core_boundary,0.14942653394513206,0.0,0.05036137942478444,1000000.0
0.17865410372990542,0.1759752212532042,0.2431950343151683,0.2589668247391135,0.009525790171925534,safe,maat_core_boundary,0.16337290213039046,0.0,0.038103160687702135,1000000.0
0.22458420214069552,0.20942264902529906,0.2704268577467146,0.2631912642948744,0.008759647803224682,safe,maat_core_boundary,0.16756526094167656,0.0,0.03503859121289873,1000000.0
0.2246067826920689,0.1993987851054989,0.2984430462464732,0.237408593491367,0.019762719287910784,safe,maat_core_boundary,0.12688318096128748,0.0,0.07905087715164313,1000000.0
0.2244782733007873,0.15159002962257295,0.3102101535670939,0.2791406176814064,0.023549279253115164,safe,maat_core_boundary,0.11811828514157119,0.0,0.09419711701246065,1000000.0
0.2447460246847235,0.17426782575691435,0.3091406305700539,0.25004817964698856,0.010528519877611988,safe,maat_core_boundary,0.15836865820130985,0.0,0.04211407951044795,1000000.0
0.19977200338348278,0.22163439569751253,0.3246823884859579,0.25906697427839054,0.00875103662883917,safe,maat_core_boundary,0.16761443763213135,0.0,0.03500414651535668,1000000.0
0.16854603084833342,0.20343200746633716,0.2362377103498986,0.2914023330253467,0.017884570870949745,safe,maat_core_boundary,0.13187612696178064,0.0,0.07153828348379898,1000000.0
0.19077536160852016,0.2366332742688827,0.3086189596958764,0.23413454657065091,0.007377850114757016,safe,maat_core_boundary,0.1761489317026551,0.0,0.029511400459028066,1000000.0
0.21866234990495448,0.19684316636730126,0.3195365025555158,0.2766117391221318,0.006551111592062695,safe,maat_core_boundary,0.18209130869510592,0.0,0.02620444636825078,1000000.0
0.26654534999810775,0.2051092951997816,0.2716431985251859,0.21864322626791077,0.005419927981098091,safe,maat_core_boundary,0.19156891950596255,0.0,0.021679711924392366,1000000.0
0.17755913938973622,0.21905195526643018,0.3170158232876328,0.19868077969269848,0.009524025067966357,safe,maat_core_boundary,0.16338216785786341,0.0,0.03809610027186543,1000000.0
0.18063232843905397,0.20655095755854525,0.3096783942622826,0.15860936155610628,0.010477956681460931,safe,maat_core_boundary,0.15860936155610628,0.0,0.041911826725843725,1000000.0
0.2082794327462535,0.16691401213446888,0.2916849186121334,0.2405213818089844,0.012280689082311785,safe,maat_core_boundary,0.1506716441261411,0.0,0.04912275632924714,1000000.0
0.16862204958235893,0.1630354131215319,0.3049167072630167,0.31509962629483756,0.009590304645921493,safe,maat_core_boundary,0.1630354131215319,0.0,0.03836121858368597,1000000.0
0.20886148823439366,0.22828998527455868,0.27298560313695663,0.3120379944427373,0.01260300480266391,safe,maat_core_boundary,0.14937628279669468,0.0,0.05041201921065564,1000000.0
0.18458310933745659,0.19204152463760626,0.30808315877575665,0.24785420863117613,0.014550942270530352,safe,maat_core_boundary,0.14219025827402232,0.0,0.05820376908212141,1000000.0
0.18126251218347422,0.148434302723503,0.30706240481512614,0.23574635420904322,0.012842691098244296,safe,maat_core_boundary,0.148434302723503,0.0,0.051370764392977185,1000000.0
0.2562920308287283,0.24532903006530293,0.23587654958462345,0.2372701604684171,0.009357291093139434,safe,maat_core_boundary,0.16426525411934678,0.0,0.037429164372557736,1000000.0
0.19725996624670494,0.2198491158802417,0.28394324228055334,0.2108682933843239,0.004836839893535127,safe,maat_core_boundary,0.19725996624670494,0.0,0.019347359574140507,1000000.0
0.18731263414037103,0.1287488949223462,0.2767851166310341,0.2110256312453429,0.01903887648374169,safe,maat_core_boundary,0.1287488949223462,0.0,0.07615550593496676,1000000.0
0.2250137668880865,0.19125102870046062,0.32930584991057754,0.2574599310642496,0.010803436081860138,safe,maat_core_boundary,0.15707983393025415,0.0,0.04321374432744055,1000000.0
0.20140797713920422,0.25012682112453166,0.32733136538374774,0.30373979599911927,0.0057402084169816394,safe,maat_core_boundary,0.18869826993056327,0.0,0.022960833667926558,1000000.0
0.18476368596832504,0.15339815415165936,0.28039246991640054,0.26900524428241257,0.012226305666176138,safe,maat_core_boundary,0.15089355426225737,0.0,0.048905222664704553,1000000.0
0.19352743019644847,0.23542680022085838,0.269706840188893,0.24945935788824736,0.014856018490010513,safe,maat_core_boundary,0.1411527924598469,0.0,0.059424073960042054,1000000.0
0.19832560622508977,0.2612174295022719,0.286762099924897,0.29730925966614463,0.008291835209677745,safe,maat_core_boundary,0.170309479844849,0.0,0.03316734083871098,1000000.0
0.17560558986525177,0.15399237822363576,0.32096259079785994,0.2255958178688614,0.04178888872866883,safe,maat_core_boundary,0.0894415216778105,0.0,0.16715555491467532,1000000.0
0.24505436933650626,0.2035592437999042,0.31575374881532725,0.27408847157159677,0.01060798923832705,safe,maat_core_boundary,0.15799267494528846,0.0,0.0424319569533082,1000000.0
0.18318572095405894,0.23218104242462279,0.29840118811153904,0.2484468327378725,0.02479106944520655,safe,maat_core_boundary,0.11554887162799177,0.0,0.0991642777808262,1000000.0
0.2544724796902904,0.14808027141697566,0.3203482668385662,0.2222602920434945,0.036586204506473916,safe,maat_core_boundary,0.09608948372810155,0.0,0.14634481802589566,1000000.0
0.2062565416708938,0.1839845198050486,0.32513815363936704,0.25469638392115235,0.016526349956714356,safe,maat_core_boundary,0.13582524218390357,0.0,0.06610539982685742,1000000.0
0.20154593022273837,0.1585471614087658,0.32462712924839043,0.21555515575256545,0.01049099940135819,safe,maat_core_boundary,0.1585471614087658,0.0,0.04196399760543276,1000000.0
0.18530077628187702,0.15578410847934876,0.29822208948604945,0.2682210847773806,0.012989461907308002,safe,maat_core_boundary,0.14786612558237866,0.0,0.05195784762923201,1000000.0
0.1819847351190801,0.19280047286682955,0.30122486400400916,0.25323641337401626,0.010541267547616383,safe,maat_core_boundary,0.158308156064755,0.0,0.04216507019046553,1000000.0
0.18827808424460413,0.20822695729004093,0.34613685957362417,0.24566234039053558,0.005788650747854181,safe,maat_core_boundary,0.18827808424460413,0.0,0.023154602991416723,1000000.0
0.20666313261256009,0.20705271380475765,0.26922523361676587,0.24904515810078387,0.03698486750120503,safe,maat_core_boundary,0.09554760376648552,0.0,0.14793947000482013,1000000.0
0.2306471271220536,0.2373055892136242,0.2787522415826299,0.27114565918955114,0.018162271414416006,safe,maat_core_boundary,0.1311057237312171,0.0,0.07264908565766402,1000000.0
0.2180070538514246,0.209255591808457,0.2549280877791348,0.21286417208387354,0.01286428261717696,safe,maat_core_boundary,0.14835031180240543,0.0,0.05145713046870784,1000000.0
0.20988679228558027,0.24946132477470606,0.29574251420253006,0.24168241976665006,0.01193156188299091,safe,maat_core_boundary,0.15211368848511275,0.0,0.04772624753196364,1000000.0
0.19658618587118148,0.2348998302570493,0.3165912707089831,0.24098081633853585,0.02212667532265117,safe,maat_core_boundary,0.12123385045185675,0.0,0.08850670129060469,1000000.0
0.18168908502885017,0.1373574403717147,0.28531259509753903,0.23270966157201833,0.016027597985200936,safe,maat_core_boundary,0.1373574403717147,0.0,0.06411039194080374,1000000.0
0.22859450064541298,0.20029438669431776,0.25622732640681567,0.29887429252843045,0.018410703719048984,safe,maat_core_boundary,0.1304264349260842,0.0,0.07364281487619594,1000000.0
0.20228053182396866,0.18278624338249627,0.3076838493045294,0.2671909360624424,0.009246859841172099,safe,maat_core_boundary,0.16485884503015957,0.0,0.036987439364688394,1000000.0
0.22001546773808955,0.20760152502908458,0.30390626202526017,0.20961494163688987,0.004985399185981493,safe,maat_core_boundary,0.19574737201129433,0.0,0.019941596743925972,1000000.0
0.1959821606547376,0.2083117270739786,0.2617598802510448,0.25768174954654277,0.004962043762541487,safe,maat_core_boundary,0.1959821606547376,0.0,0.019848175050165947,1000000.0
0.2358230821024475,0.23372028463840244,0.3115735369611138,0.2314475932143678,0.01507075260844285,safe,maat_core_boundary,0.14043524828159515,0.0,0.0602830104337714,1000000.0
0.19471404245417578,0.20805656929267025,0.3218966327870695,0.26939514419310695,0.007399290992836284,safe,maat_core_boundary,0.17600383670106223,0.0,0.029597163971345136,1000000.0
0.17437531836100406,0.2152243392654667,0.3210437792484464,0.22856157228584273,0.011075835261063366,safe,maat_core_boundary,0.1558347593084357,0.0,0.044303341044253465,1000000.0
0.2113613072515932,0.14991204893903043,0.30287156949666105,0.1905385083238592,0.012468680486806546,safe,maat_core_boundary,0.14991204893903043,0.0,0.04987472194722618,1000000.0
0.17427539798695624,0.21512475568721268,0.3084068696547235,0.2475613231045387,0.02633818165851834,safe,maat_core_boundary,0.11252206286977728,0.0,0.10535272663407336,1000000.0
0.18246502515466756,0.20445192922334443,0.26747399415454753,0.26059480623721665,0.013397120219673582,safe,maat_core_boundary,0.1463210571490604,0.0,0.053588480878694326,1000000.0
0.17816869661924917,0.2506361715321488,0.2855841996024907,0.2635260414221283,0.007085758931535516,safe,maat_core_boundary,0.17816869661924917,0.0,0.028343035726142066,1000000.0
0.17099828387611993,0.19249933021534493,0.28339917133205195,0.30727423134502585,0.018344595730714598,safe,maat_core_boundary,0.13060629486630937,0.0,0.07337838292285839,1000000.0
0.17222503099004116,0.23237860235459995,0.29018865388471216,0.22516400627990063,0.015078146783236629,safe,maat_core_boundary,0.14041072275963173,0.0,0.060312587132946516,1000000.0
0.12636046942856194,0.2296470724785492,0.3107815710854953,0.2470325075320614,0.03812503964026144,safe,maat_core_boundary,0.09402948215953244,0.0,0.15250015856104576,1000000.0
0.19288743706353262,0.21763123586420974,0.3059692220145501,0.21661949419575688,0.022419553286371623,safe,maat_core_boundary,0.12057637125997223,0.0,0.08967821314548649,1000000.0
0.2127925247932153,0.22885894248396021,0.262898079750876,0.25602387120240266,0.006190664672568111,safe,maat_core_boundary,0.18492092292432172,0.0,0.024762658690272443,1000000.0
0.20457186237560354,0.1902166711242561,0.290295310417371,0.22468003194994357,0.010299033417581416,safe,maat_core_boundary,0.1594705434991721,0.0,0.041196133670325666,1000000.0
0.22626822831844984,0.20740468844551274,0.31861323973767486,0.25314756174753494,0.016697491070682923,safe,maat_core_boundary,0.1353101222507218,0.0,0.06678996428273169,1000000.0
0.25241394758893576,0.19819294520085295,0.27483359886815206,0.19847585408437252,0.014562995827828844,safe,maat_core_boundary,0.14214885694265156,0.0,0.058251983311315376,1000000.0
0.1843838669661395,0.19493806235711875,0.24901063487719066,0.19201851065771147,0.013029236603706543,safe,maat_core_boundary,0.14771325580157435,0.0,0.05211694641482617,1000000.0
0.16768220306917359,0.20645125551508792,0.3056538701248409,0.2085071229248191,0.008739184305997284,safe,maat_core_boundary,0.16768220306917359,0.0,0.034956737223989134,1000000.0
0.12871856359856437,0.22479942286417598,0.34037388783808953,0.26189915205590386,0.019050429474103726,safe,maat_core_boundary,0.12871856359856437,0.0,0.0762017178964149,1000000.0
0.15400216628466756,0.2088012841313155,0.3317811804255909,0.28779050995253697,0.011489316368879695,safe,maat_core_boundary,0.15400216628466756,0.0,0.04595726547551878,1000000.0
0.2167393080895028,0.20563679762007747,0.2986782044050924,0.23575713738518433,0.03008965503942312,safe,maat_core_boundary,0.10586397457895125,0.0,0.12035862015769248,1000000.0
0.17312441741301954,0.21581217863971047,0.30119661399494146,0.21544746736137566,0.007837912762169259,safe,maat_core_boundary,0.17312441741301954,0.0,0.031351651048677036,1000000.0
0.2118945694616986,0.19824680141883066,0.31608360297294136,0.24602057850666004,0.008131688889134825,safe,maat_core_boundary,0.1712846140217804,0.0,0.0325267555565393,1000000.0
0.18656103493826037,0.2473876853725614,0.3119834217068024,0.2753757475779177,0.005990891420071504,safe,maat_core_boundary,0.18656103493826037,0.0,0.023963565680286018,1000000.0
0.2316928779791998,0.16941730676135158,0.3222511297316797,0.2645852740305624,0.01654153518545104,safe,maat_core_boundary,0.1357793208020589,0.0,0.06616614074180416,1000000.0
0.19153775594189115,0.18949649669278046,0.3028883163216376,0.24951129443945286,0.007614468558391734,safe,maat_core_boundary,0.17457053613684248,0.0,0.030457874233566936,1000000.0
0.1707430159266905,0.2025863114125548,0.33065815083385997,0.2411307846438131,0.008220249811735962,safe,maat_core_boundary,0.1707430159266905,0.0,0.03288099924694385,1000000.0
0.18169723095070678,0.180651746507835,0.3589253342740363,0.28626719962616376,0.010988105800249831,safe,maat_core_boundary,0.15623237604834994,0.0,0.043952423200999326,1000000.0
0.21954873381119222,0.2172088842406511,0.3445979887573173,0.26257047380777376,0.01974496118263029,safe,maat_core_boundary,0.1269281294529856,0.0,0.07897984473052116,1000000.0
0.2284892651122099,0.24891905249964752,0.2913029716076204,0.2672405277192348,0.02119132451761706,safe,maat_core_boundary,0.12339345204025542,0.0,0.08476529807046825,1000000.0
0.21480128455955916,0.2026320783886899,0.2679242841764372,0.2683907126896704,0.009279942196848719,safe,maat_core_boundary,0.1646802799935695,0.0,0.037119768787394876,1000000.0
0.21789278553219715,0.23687139649750433,0.3217565529134434,0.24830246644995246,0.030219779839987217,safe,maat_core_boundary,0.10564821231430876,0.0,0.12087911935994887,1000000.0
0.2173309308195024,0.14797716182573994,0.35644965415227536,0.27009715200292894,0.012960647892080278,safe,maat_core_boundary,0.14797716182573994,0.0,0.05184259156832111,1000000.0
0.18462983263430532,0.20337650919246175,0.29928100534680824,0.21393524934409702,0.03635119610128187,safe,maat_core_boundary,0.09641169046497033,0.0,0.14540478440512747,1000000.0
0.15527271239207496,0.22298234914623905,0.28310540959771047,0.2415061311108304,0.013090134085926035,safe,maat_core_boundary,0.14748010473033246,0.0,0.05236053634370414,1000000.0
0.19529546009031096,0.2103911784654784,0.316950142610822,0.18346540631678565,0.006373525636089432,safe,maat_core_boundary,0.18346540631678565,0.0,0.025494102544357727,1000000.0
0.1497088146768033,0.21089856408433838,0.289578642546251,0.21301912091418806,0.012647040221045364,safe,maat_core_boundary,0.14920188523429845,0.0,0.05058816088418146,1000000.0
0.2046988978115143,0.2151336168671334,0.2655763790866532,0.2597803827180678,0.00511836739275712,safe,maat_core_boundary,0.19443126991311788,0.0,0.02047346957102848,1000000.0
0.18212386054722363,0.1372661715382042,0.29133357438997853,0.2564262697623584,0.016056881106875254,safe,maat_core_boundary,0.1372661715382042,0.0,0.06422752442750101,1000000.0
0.1943079643160036,0.2015535785550352,0.3183693535360854,0.23634206167197536,0.007626281415966236,safe,maat_core_boundary,0.17449302774677034,0.0,0.030505125663864943,1000000.0
0.21310098814123324,0.23926027735455258,0.25708181689503207,0.2459872419736444,0.0035234518737323572,safe,maat_core_boundary,0.21310098814123324,0.0,0.014093807494929429,1000000.0
0.1508544696017119,0.21115035986397823,0.32143019700074105,0.21480748800027916,0.012235866622690444,safe,maat_core_boundary,0.1508544696017119,0.0,0.048943466490761776,1000000.0
0.18774419131473552,0.1768193386461674,0.2797882289480468,0.25671039284562547,0.025593027710590164,safe,maat_core_boundary,0.11395704792635875,0.0,0.10237211084236066,1000000.0
0.2176883240979074,0.18136395920696136,0.3018504197495171,0.24194137725285392,0.02104255113967874,safe,maat_core_boundary,0.12374571427286407,0.0,0.08417020455871496,1000000.0
0.21812492025150365,0.21667227827022462,0.3214615586846835,0.258435362776678,0.0065576343402118965,safe,maat_core_boundary,0.1820415499407504,0.0,0.026230537360847586,1000000.0
0.25516591721606796,0.21694415113526488,0.2575171750657662,0.26522845927434835,0.013461511085688367,safe,maat_core_boundary,0.14608131675184577,0.0,0.05384604434275347,1000000.0
0.20097598159362318,0.20977395704614854,0.25758904993630627,0.2803639980495949,0.01707032568643652,safe,maat_core_boundary,0.13420596508873628,0.0,0.06828130274574608,1000000.0
0.14302404204264874,0.18138264562919848,0.34024665825922096,0.2710151398242334,0.014310307431341783,safe,maat_core_boundary,0.14302404204264874,0.0,0.05724122972536713,1000000.0
0.19401930600457729,0.25731830347694384,0.2600794518876066,0.26097214506806843,0.0201378316644782,safe,maat_core_boundary,0.12594303497510362,0.0,0.0805513266579128,1000000.0
0.19129644239298393,0.18908175989271703,0.3123393346079073,0.2212548363560407,0.009182295549019072,safe,maat_core_boundary,0.16520918423417952,0.0,0.036729182196076286,1000000.0
0.20932581571185815,0.22398083082498998,0.29536542715045633,0.23924028729819635,0.011855985355778743,safe,maat_core_boundary,0.1524314042241568,0.0,0.04742394142311497,1000000.0
0.21017101198611343,0.19513816183506172,0.3197253769598595,0.23880692401495163,0.019577071942508167,safe,maat_core_boundary,0.127355091761307,0.0,0.07830828777003267,1000000.0
0.2259417981316868,0.1850809994597975,0.272453573123593,0.18609889964965687,0.017473109713577465,safe,maat_core_boundary,0.13303989032450603,0.0,0.06989243885430986,1000000.0
0.17768080177464762,0.21788199345210835,0.2977204748110973,0.2650276746403245,0.00837937283080545,safe,maat_core_boundary,0.16978439236808318,0.0,0.0335174913232218,1000000.0
0.2324975931230704,0.23294062503933488,0.21893959913385008,0.27303828740059033,0.00959250924304983,safe,maat_core_boundary,0.16302392055766302,0.0,0.03837003697219932,1000000.0
0.15689322061957933,0.1836587020272017,0.28736528926804394,0.26530407875624595,0.014402107938535814,safe,maat_core_boundary,0.1427043168686466,0.0,0.057608431754143256,1000000.0
0.18634275356372032,0.19715317557955592,0.30946223381167326,0.2948057263774122,0.011077248385553054,safe,maat_core_boundary,0.15582838040194058,0.0,0.04430899354221222,1000000.0
0.17941187904634281,0.18161724681396774,0.311530621044362,0.24066196000131024,0.006911753283560534,safe,maat_core_boundary,0.17941187904634281,0.0,0.027647013134242136,1000000.0
0.25881313654607807,0.20255259581983898,0.27813946066313966,0.298400730045263,0.013339088157923087,safe,maat_core_boundary,0.14653811168448938,0.0,0.05335635263169235,1000000.0
0.1908737066623155,0.15546393736866626,0.34449219773639617,0.24750165292559567,0.01115828387502082,safe,maat_core_boundary,0.15546393736866626,0.0,0.04463313550008328,1000000.0
0.19199609263441186,0.21603689114441837,0.27534021282358445,0.24857560014586355,0.016771448778749875,safe,maat_core_boundary,0.1350891477329227,0.0,0.0670857951149995,1000000.0
0.25185010430071686,0.2211764634660518,0.3139882562125078,0.300316701873967,0.007164138218382868,safe,maat_core_boundary,0.17761865701924762,0.0,0.02865655287353147,1000000.0
0.160925948637198,0.21125326761278862,0.293159878132942,0.23779214516600178,0.024913949164584337,safe,maat_core_boundary,0.11530165319180763,0.0,0.09965579665833735,1000000.0
0.17975325314956403,0.2457481448287766,0.27407086127555735,0.23394999212497603,0.012972430574609412,safe,maat_core_boundary,0.14793172686762246,0.0,0.05188972229843765,1000000.0
0.17400697352628347,0.16008761060133847,0.29859609280902677,0.2660834403406699,0.013220893950371305,safe,maat_core_boundary,0.1469831232334038,0.0,0.05288357580148522,1000000.0
0.1686875728356083,0.19612730443695903,0.3084827342431723,0.32323973087047575,0.030931267568838544,safe,maat_core_boundary,0.1044846675073976,0.0,0.12372507027535418,1000000.0
0.1538466131258338,0.21691272093549374,0.32168584164271263,0.23793487825314052,0.011525116016568377,safe,maat_core_boundary,0.1538466131258338,0.0,0.04610046406627351,1000000.0
0.25015887813644666,0.1850535556743761,0.30271779983992253,0.2156959849659389,0.014731401529639409,safe,maat_core_boundary,0.14157397719705922,0.0,0.058925606118557634,1000000.0
