dataset_id,family,source_name,source_url,license_or_terms,local_path,sha256,download_tls_mode,archive_sha256,notes
uf20-91_uf20-0107,satlib_random_3sat_uf20,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uf20-91.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uf20-91/uf20-0107.cnf,bc85fac0a752afaf1c4f9df6c41f170ef838897f7e10647edeb859df84818c7e,tls_verification_disabled_opt_in,be2835295e8500bb28f0314eba70bd0deaff1250b187260f7b6d0772bdf111a5,"Uniform random 3-SAT, 20 variables, 91 clauses; SATLIB lists 1000 satisfiable instances. Expected status: sat."
uf20-91_uf20-0108,satlib_random_3sat_uf20,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uf20-91.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uf20-91/uf20-0108.cnf,e844d568356850b96c085ca95e7552c902c9ad4142a2edebf437cbe77f33c9fb,tls_verification_disabled_opt_in,be2835295e8500bb28f0314eba70bd0deaff1250b187260f7b6d0772bdf111a5,"Uniform random 3-SAT, 20 variables, 91 clauses; SATLIB lists 1000 satisfiable instances. Expected status: sat."
uf20-91_uf20-0109,satlib_random_3sat_uf20,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uf20-91.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uf20-91/uf20-0109.cnf,a25c703ec26701a8bf918f61dafdc6fe26ecf4020ffa2b3c7217a025fb891006,tls_verification_disabled_opt_in,be2835295e8500bb28f0314eba70bd0deaff1250b187260f7b6d0772bdf111a5,"Uniform random 3-SAT, 20 variables, 91 clauses; SATLIB lists 1000 satisfiable instances. Expected status: sat."
uf20-91_uf20-011,satlib_random_3sat_uf20,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uf20-91.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uf20-91/uf20-011.cnf,7af06adc7f264914e65f9913c37c08278320ecab5b99c8653f49f3cff4931fa9,tls_verification_disabled_opt_in,be2835295e8500bb28f0314eba70bd0deaff1250b187260f7b6d0772bdf111a5,"Uniform random 3-SAT, 20 variables, 91 clauses; SATLIB lists 1000 satisfiable instances. Expected status: sat."
uf20-91_uf20-0110,satlib_random_3sat_uf20,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uf20-91.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uf20-91/uf20-0110.cnf,eb1f2c832a83538a36f71ca7eca433e8d448aa143bafc848d50d1e07dfc5b848,tls_verification_disabled_opt_in,be2835295e8500bb28f0314eba70bd0deaff1250b187260f7b6d0772bdf111a5,"Uniform random 3-SAT, 20 variables, 91 clauses; SATLIB lists 1000 satisfiable instances. Expected status: sat."
uf20-91_uf20-0111,satlib_random_3sat_uf20,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uf20-91.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uf20-91/uf20-0111.cnf,8135ea4741468c559935e5d87acc48d5be8a9547373bea5294587f94c2396c70,tls_verification_disabled_opt_in,be2835295e8500bb28f0314eba70bd0deaff1250b187260f7b6d0772bdf111a5,"Uniform random 3-SAT, 20 variables, 91 clauses; SATLIB lists 1000 satisfiable instances. Expected status: sat."
uf20-91_uf20-0112,satlib_random_3sat_uf20,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uf20-91.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uf20-91/uf20-0112.cnf,87ccf633b25e410f444716d9bbbceeac34a9a89b1eef6e5011f73926e0be3a3e,tls_verification_disabled_opt_in,be2835295e8500bb28f0314eba70bd0deaff1250b187260f7b6d0772bdf111a5,"Uniform random 3-SAT, 20 variables, 91 clauses; SATLIB lists 1000 satisfiable instances. Expected status: sat."
uf20-91_uf20-0113,satlib_random_3sat_uf20,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uf20-91.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uf20-91/uf20-0113.cnf,17e2b715ced43aeffb4b302bab911b71eacc79fe3eaa2f02c21b5657f849ec39,tls_verification_disabled_opt_in,be2835295e8500bb28f0314eba70bd0deaff1250b187260f7b6d0772bdf111a5,"Uniform random 3-SAT, 20 variables, 91 clauses; SATLIB lists 1000 satisfiable instances. Expected status: sat."
uf20-91_uf20-0114,satlib_random_3sat_uf20,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uf20-91.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uf20-91/uf20-0114.cnf,df84dcd31fb95e6944865a824c019b2bb069d63f6f6f51935f8424d85c89ccc4,tls_verification_disabled_opt_in,be2835295e8500bb28f0314eba70bd0deaff1250b187260f7b6d0772bdf111a5,"Uniform random 3-SAT, 20 variables, 91 clauses; SATLIB lists 1000 satisfiable instances. Expected status: sat."
uf20-91_uf20-0115,satlib_random_3sat_uf20,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uf20-91.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uf20-91/uf20-0115.cnf,0076ee8306fc5e80245f2252a0a8068ad035c8e535be97e442582794630c4707,tls_verification_disabled_opt_in,be2835295e8500bb28f0314eba70bd0deaff1250b187260f7b6d0772bdf111a5,"Uniform random 3-SAT, 20 variables, 91 clauses; SATLIB lists 1000 satisfiable instances. Expected status: sat."
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uuf50-218.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uuf50-218/uuf50-01.cnf,d95207c572bc997a7f83240c0cd39e9ec82cc2c8fb20bf95e551bc9870484966,tls_verification_disabled_opt_in,24cc9f492673e0f975fecc56b3a4d8ac21c385cc46205d83b7491a787f43e13d,"Uniform random 3-SAT, 50 variables, 218 clauses; SATLIB lists 1000 unsatisfiable instances. Expected status: unsat."
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uuf50-218.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uuf50-218/uuf50-010.cnf,e0e69e8076800ea1b705b38dbfa4ce377cb200107f8f97d5c8f074a0ddb43332,tls_verification_disabled_opt_in,24cc9f492673e0f975fecc56b3a4d8ac21c385cc46205d83b7491a787f43e13d,"Uniform random 3-SAT, 50 variables, 218 clauses; SATLIB lists 1000 unsatisfiable instances. Expected status: unsat."
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uuf50-218.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uuf50-218/uuf50-0100.cnf,158c337446c0f04a916d3b222f6edb1626e0a9048027a80f5069b15061cf4d42,tls_verification_disabled_opt_in,24cc9f492673e0f975fecc56b3a4d8ac21c385cc46205d83b7491a787f43e13d,"Uniform random 3-SAT, 50 variables, 218 clauses; SATLIB lists 1000 unsatisfiable instances. Expected status: unsat."
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uuf50-218.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uuf50-218/uuf50-01000.cnf,dcca9dae0f5e4a20148278c3e6fd92ad9a6f2e034dbfb8eae8f26814152a076b,tls_verification_disabled_opt_in,24cc9f492673e0f975fecc56b3a4d8ac21c385cc46205d83b7491a787f43e13d,"Uniform random 3-SAT, 50 variables, 218 clauses; SATLIB lists 1000 unsatisfiable instances. Expected status: unsat."
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uuf50-218.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uuf50-218/uuf50-0101.cnf,2652bd92c417c976e0abc7bf606429d9f07754e08480f96d93ace8338fd7d3ea,tls_verification_disabled_opt_in,24cc9f492673e0f975fecc56b3a4d8ac21c385cc46205d83b7491a787f43e13d,"Uniform random 3-SAT, 50 variables, 218 clauses; SATLIB lists 1000 unsatisfiable instances. Expected status: unsat."
uuf50-218_uuf50-0102,satlib_random_3sat_uuf50,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uuf50-218.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uuf50-218/uuf50-0102.cnf,08f953b5f71799acbeb73d7727c23149044657a5fa25e897e9a376ed9e1afaad,tls_verification_disabled_opt_in,24cc9f492673e0f975fecc56b3a4d8ac21c385cc46205d83b7491a787f43e13d,"Uniform random 3-SAT, 50 variables, 218 clauses; SATLIB lists 1000 unsatisfiable instances. Expected status: unsat."
uuf50-218_uuf50-0103,satlib_random_3sat_uuf50,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uuf50-218.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uuf50-218/uuf50-0103.cnf,86c274309a8ae5637349b53e04aa467c9e2ce3a3f2198bc8bb7b9deb14c0ec39,tls_verification_disabled_opt_in,24cc9f492673e0f975fecc56b3a4d8ac21c385cc46205d83b7491a787f43e13d,"Uniform random 3-SAT, 50 variables, 218 clauses; SATLIB lists 1000 unsatisfiable instances. Expected status: unsat."
uuf50-218_uuf50-0104,satlib_random_3sat_uuf50,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uuf50-218.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uuf50-218/uuf50-0104.cnf,69e1f58b7528f7431356a80c1a5bbec94f1a6ff19a186440003011792de58c13,tls_verification_disabled_opt_in,24cc9f492673e0f975fecc56b3a4d8ac21c385cc46205d83b7491a787f43e13d,"Uniform random 3-SAT, 50 variables, 218 clauses; SATLIB lists 1000 unsatisfiable instances. Expected status: unsat."
uuf50-218_uuf50-0105,satlib_random_3sat_uuf50,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uuf50-218.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uuf50-218/uuf50-0105.cnf,b84093da9789d6e1a42787847dafacb62a8a8bd5f394573ec4e766d093207ca6,tls_verification_disabled_opt_in,24cc9f492673e0f975fecc56b3a4d8ac21c385cc46205d83b7491a787f43e13d,"Uniform random 3-SAT, 50 variables, 218 clauses; SATLIB lists 1000 unsatisfiable instances. Expected status: unsat."
uuf50-218_uuf50-0106,satlib_random_3sat_uuf50,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uuf50-218.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uuf50-218/uuf50-0106.cnf,9acf84e12f4d7d2433131a23308646df7ceb82b8c1b2dc10ce3c1b91d552e284,tls_verification_disabled_opt_in,24cc9f492673e0f975fecc56b3a4d8ac21c385cc46205d83b7491a787f43e13d,"Uniform random 3-SAT, 50 variables, 218 clauses; SATLIB lists 1000 unsatisfiable instances. Expected status: unsat."
uuf50-218_uuf50-0107,satlib_random_3sat_uuf50,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uuf50-218.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uuf50-218/uuf50-0107.cnf,7e44b0e51cd8913819444f578e0a778ec7fa313c653d0e40d12e4d6105f12aa4,tls_verification_disabled_opt_in,24cc9f492673e0f975fecc56b3a4d8ac21c385cc46205d83b7491a787f43e13d,"Uniform random 3-SAT, 50 variables, 218 clauses; SATLIB lists 1000 unsatisfiable instances. Expected status: unsat."
uuf50-218_uuf50-0108,satlib_random_3sat_uuf50,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uuf50-218.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uuf50-218/uuf50-0108.cnf,242b5b63e4e552be7533ed30faaba8946b4d45dfd94a4bf2192bc81f04c5fb50,tls_verification_disabled_opt_in,24cc9f492673e0f975fecc56b3a4d8ac21c385cc46205d83b7491a787f43e13d,"Uniform random 3-SAT, 50 variables, 218 clauses; SATLIB lists 1000 unsatisfiable instances. Expected status: unsat."
uuf50-218_uuf50-0109,satlib_random_3sat_uuf50,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uuf50-218.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uuf50-218/uuf50-0109.cnf,ec32aa306883a6177e33412f4abfef04ab11ce4a4b105cd1e44dc31109777f88,tls_verification_disabled_opt_in,24cc9f492673e0f975fecc56b3a4d8ac21c385cc46205d83b7491a787f43e13d,"Uniform random 3-SAT, 50 variables, 218 clauses; SATLIB lists 1000 unsatisfiable instances. Expected status: unsat."
uuf50-218_uuf50-011,satlib_random_3sat_uuf50,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uuf50-218.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uuf50-218/uuf50-011.cnf,1d670f7bc7925c4db08be1de44982a3eefa81e710fd70bdd600e8c75696a9ac1,tls_verification_disabled_opt_in,24cc9f492673e0f975fecc56b3a4d8ac21c385cc46205d83b7491a787f43e13d,"Uniform random 3-SAT, 50 variables, 218 clauses; SATLIB lists 1000 unsatisfiable instances. Expected status: unsat."
uuf50-218_uuf50-0110,satlib_random_3sat_uuf50,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uuf50-218.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uuf50-218/uuf50-0110.cnf,d6938611aeea2a38bfdc5bc01a9b5cf460d3518a998871f2e684ca3577b3de26,tls_verification_disabled_opt_in,24cc9f492673e0f975fecc56b3a4d8ac21c385cc46205d83b7491a787f43e13d,"Uniform random 3-SAT, 50 variables, 218 clauses; SATLIB lists 1000 unsatisfiable instances. Expected status: unsat."
uuf50-218_uuf50-0111,satlib_random_3sat_uuf50,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uuf50-218.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uuf50-218/uuf50-0111.cnf,f2278bab376d0f02f92ef85fa6b6a19f2680e4232ac8d657b061c9422b770a51,tls_verification_disabled_opt_in,24cc9f492673e0f975fecc56b3a4d8ac21c385cc46205d83b7491a787f43e13d,"Uniform random 3-SAT, 50 variables, 218 clauses; SATLIB lists 1000 unsatisfiable instances. Expected status: unsat."
uuf50-218_uuf50-0112,satlib_random_3sat_uuf50,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uuf50-218.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uuf50-218/uuf50-0112.cnf,1cb29af197d8d2fa14ea34433ef20d54c88fc6fba16979a0a9a41b4bfc03905e,tls_verification_disabled_opt_in,24cc9f492673e0f975fecc56b3a4d8ac21c385cc46205d83b7491a787f43e13d,"Uniform random 3-SAT, 50 variables, 218 clauses; SATLIB lists 1000 unsatisfiable instances. Expected status: unsat."
uuf50-218_uuf50-0113,satlib_random_3sat_uuf50,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uuf50-218.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uuf50-218/uuf50-0113.cnf,dbd8cbf620634d6ac8b4b70f16a4608c336c0977877fc0bd08e073672da1874b,tls_verification_disabled_opt_in,24cc9f492673e0f975fecc56b3a4d8ac21c385cc46205d83b7491a787f43e13d,"Uniform random 3-SAT, 50 variables, 218 clauses; SATLIB lists 1000 unsatisfiable instances. Expected status: unsat."
uuf50-218_uuf50-0114,satlib_random_3sat_uuf50,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uuf50-218.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uuf50-218/uuf50-0114.cnf,861e4b3b011eb3b9720dcc437870b77631d7ffee80ee17594f9fb5504e4333c7,tls_verification_disabled_opt_in,24cc9f492673e0f975fecc56b3a4d8ac21c385cc46205d83b7491a787f43e13d,"Uniform random 3-SAT, 50 variables, 218 clauses; SATLIB lists 1000 unsatisfiable instances. Expected status: unsat."
uuf50-218_uuf50-0115,satlib_random_3sat_uuf50,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/RND3SAT/uuf50-218.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/uuf50-218/uuf50-0115.cnf,dfe5c2b9e6db1aed4ca4ffea2fccfcc98d81c6922339e1c2a0478d93eeeff3a4,tls_verification_disabled_opt_in,24cc9f492673e0f975fecc56b3a4d8ac21c385cc46205d83b7491a787f43e13d,"Uniform random 3-SAT, 50 variables, 218 clauses; SATLIB lists 1000 unsatisfiable instances. Expected status: unsat."
flat30-60_flat30-1,satlib_graph_coloring_flat30,SATLIB,https://www.cs.ubc.ca/~hoos/SATLIB/Benchmarks/SAT/GCP/flat30-60.tar.gz,SATLIB public benchmark archive; terms are not stated as an explicit software/data license on the benchmark page. Use for reproducible research with attribution; check original terms before redistributing raw CNFs.,data_external/satlib/flat30-60/flat30-1.cnf,f673671312ec4f751464303ccee09a7dcd7f8d28439797ed4e456b1ac29dfb4f,tls_verification_disabled_opt_in,00c7d36343683e259c202089607e413dbc1da6f68a27f2cf92bf43c391a95ac9,SAT-encoded flat graph-colouring instances; SATLIB lists 100 satisfiable instances. Expected status: sat.
