dataset_id,family,split,n_vars,n_clauses,alpha,H,B,S,V,R_resp,R_rob,G_gate,G_72,G_shuffled_L,L_star,L_star_shuffled,O_raw,D_raw,O_hat,D_hat,O_res,D_res,z_O_res,z_D_res,cal_center_R,cal_mad_R,z_R,degree_cv,literal_imbalance,clustering_mean,largest_component_frac,component_frac
dubois_dubois100,satlib_dimacs_dubois,test,300,396,1.32,1.0,0.548661452572583,0.06291617463012741,0.5871111109869259,0.685501247470405,0.37730865229491745,0.0020941733988784797,0.002094173344291844,0.0020941733988756785,-2.612065941320907e-08,-1.3404000132055671e-12,0.8226175639367874,0.8226175637292635,0.5495858222270548,0.5495858221332057,0.27303174170973266,0.2730317415960578,152.52683694705425,152.52683689481293,0.7656736633022754,0.06297981211832504,-6.166499993228625,0.8226175637292635,0.0,0.4455555552007407,0.6633333333333333,0.34
dubois_dubois20,satlib_dimacs_dubois,calibration,60,160,2.6666666666666665,1.0,1.0,0.44379720980625653,0.7744444444211112,0.9183257373999008,0.7656736633022754,0.5,0.4999999999996649,0.5000000000003976,-1.3404000132055671e-12,1.5902557048974586e-12,0.0,0.0,-0.0004819114903860898,-0.00048191149034574037,0.0004819114903860898,0.00048191149034574037,0.26921571410248374,0.26921571409980294,0.7656736633022754,0.06297981211832504,0.0,0.0,0.0,0.3555555554888889,1.0,0.016666666666666666
dubois_dubois21,satlib_dimacs_dubois,test,63,168,2.6666666666666665,1.0,1.0,0.44379720980625653,0.774074074050926,0.9181793206663974,0.7655821029224094,0.4996365487580128,0.49963654875806157,0.49963654222785137,1.9537149675841192e-13,-2.612065941320907e-08,0.0,0.0,-0.0004924640292164427,-0.0004924640291808124,0.0004924640292164427,0.0004924640291808124,0.27511079926538706,0.2751107992657778,0.7656736633022754,0.06297981211832504,-0.0014538052240064274,0.0,0.0,0.354497354431217,1.0,0.015873015873015872
dubois_dubois22,satlib_dimacs_dubois,test,66,176,2.6666666666666665,1.0,1.0,0.44379720980625653,0.773737373714394,0.9180461740113645,0.7654988376971243,0.4993060256651834,0.49930602566558097,0.4993060256661905,1.5902557048974586e-12,4.028527511579227e-12,0.0,0.0,-0.0005020572667070409,-0.000502057266675696,0.0005020572667070409,0.000502057266675696,0.2804699789759953,0.2804699789791758,0.7656736633022754,0.06297981211832504,-0.002775899121766125,0.0,0.0,0.35353535346969694,1.0,0.015151515151515152
dubois_dubois23,satlib_dimacs_dubois,calibration,69,184,2.6666666666666665,1.0,1.0,0.44379720980625653,0.7734299516679952,0.9179245715875707,0.7654227891893935,0.49900415000969706,0.4990041500104128,0.499004150011448,2.8628488468740443e-12,7.003675417394106e-12,0.0,0.0,-0.0005108163250574568,-0.0005108163250300213,0.0005108163250574568,0.0005108163250300213,0.28536315167620085,0.28536315168192655,0.7656736633022754,0.06297981211832504,-0.003983405228432676,0.0,0.0,0.3526570047657005,1.0,0.014492753623188406
dubois_dubois24,satlib_dimacs_dubois,test,72,192,2.6666666666666665,1.0,1.0,0.44379720980625653,0.773148148125463,0.9178130743889156,0.765353058139094,0.4987273522258898,0.49872735222689696,0.4987273522266055,4.028527511579227e-12,2.8628488468740443e-12,0.0,0.0,-0.000518845473646685,-0.0005188454736228298,0.000518845473646685,0.0005188454736228298,0.28984856655882224,0.2898485665668793,0.7656736633022754,0.06297981211832504,-0.005090602089664777,0.0,0.0,0.35185185178703704,1.0,0.013888888888888888
dubois_dubois25,satlib_dimacs_dubois,test,75,200,2.6666666666666665,1.0,1.0,0.44379720980625653,0.7728888888663333,0.9177104730351319,0.7652888887351387,0.49847263211275195,0.498472632114027,0.498472632114027,5.100198041674275e-12,5.100198041674275e-12,0.0,0.0,-0.0005262322993863104,-0.0005262322993657466,0.0005262322993863104,0.0005262322993657466,0.29397515329957546,0.29397515330977586,0.7656736633022754,0.06297981211832504,-0.006109490552427941,0.0,0.0,0.3511111110466667,1.0,0.013333333333333334
dubois_dubois26,satlib_dimacs_dubois,test,78,208,2.6666666666666665,1.0,1.0,0.44379720980625653,0.7726495726271367,0.9176157437262302,0.7652296411087526,0.4982374496708327,0.4982374496723549,0.49823744967088157,6.088851645102977e-12,1.9537149675841192e-13,0.0,0.0,-0.0005330509147402128,-0.0005330509147226849,0.0005330509147402128,0.0005330509147226849,0.2977843141897222,0.2977843142018999,0.7656736633022754,0.06297981211832504,-0.00705023051960727,0.0,0.0,0.35042735036324796,1.0,0.01282051282051282
dubois_dubois27,satlib_dimacs_dubois,test,81,216,2.6666666666666665,1.0,1.0,0.44379720980625653,0.7724279835167696,0.9175280139607086,0.7651747699223883,0.49801964012623834,0.4980196401279892,0.4980196401282015,7.003675417394106e-12,7.852773986627426e-12,0.0,0.0,-0.0005393644528885991,-0.0005393644528738802,0.0005393644528885991,0.0005393644528738802,0.30131131803802086,0.3013113180520282,0.7656736633022754,0.06297981211832504,-0.007921480917438042,0.0,0.0,0.3497942386193416,1.0,0.012345679012345678
dubois_dubois28,satlib_dimacs_dubois,test,84,224,2.6666666666666665,1.0,1.0,0.44379720980625653,0.7722222222,0.9174465355823805,0.765123807534443,0.497817347112324,0.4978173471142871,0.4978173471138462,7.852773986627426e-12,6.088851645102977e-12,0.0,0.0,-0.0005452270282398332,-0.0005452270282277214,0.0005452270282398332,0.0005452270282277214,0.30458639539381843,0.304586395409524,0.7656736633022754,0.06297981211832504,-0.008730667007875626,0.0,0.0,0.34920634914285714,1.0,0.011904761904761904
flat30-60_flat30-1,satlib_graph_coloring_flat30,test,90,300,3.3333333333333335,0.5868107302886312,0.8469540622870522,0.7597335072446649,0.6974999999954354,0.7024801194536454,0.7024801194536454,0.2682747118065584,0.26827471181079543,0.26827471179732104,2.1584012355191362e-11,-4.7056525342981104e-11,0.18070158058102442,0.18070158055523575,0.18221298790485793,0.18221298787888035,-0.001511407323833508,-0.0015114073236446035,-0.8443347172726177,-0.8443347172294496,0.7656736633022754,0.06297981211832504,-1.0033936546031603,0.18070158055523575,0.7041269840245352,0.13571428570124414,1.0,0.011111111111111112
flat30-60_flat30-10,satlib_graph_coloring_flat30,calibration,90,300,3.3333333333333335,0.5884275907513312,0.8319256396665354,0.7597335072446649,0.6964999999942452,0.6986069246262756,0.6986069246262756,0.2563755747330389,0.2563755746780509,0.2563755746780509,-2.884282257475945e-10,-2.884282257475945e-10,0.2020305089104133,0.20203050888158067,0.20082137966773048,0.2008213796400197,0.0012091292426828215,0.001209129241560969,0.6754696640461102,0.6754696634692537,0.7656736633022754,0.06297981211832504,-1.064892644470444,0.20203050888158067,0.6994444443421736,0.1328571428407003,1.0,0.011111111111111112
flat30-60_flat30-100,satlib_graph_coloring_flat30,test,90,300,3.3333333333333335,0.5867834024476579,0.8442895533747531,0.7597335072446649,0.6946666666627871,0.7007803229397603,0.7007803229397603,0.26300981955056757,0.26300981954719843,0.2630098196063089,-1.7381374117775295e-11,2.875700788607105e-10,0.18442777839080302,0.18442777836448254,0.1854328611470328,0.18543286112070032,-0.0010050827562297915,-0.0010050827562177733,-0.5614808473101902,-0.561480847344953,0.7656736633022754,0.06297981211832504,-1.0303832002477955,0.18442777836448254,0.7042063491037507,0.12761904760796294,1.0,0.011111111111111112
flat30-60_flat30-11,satlib_graph_coloring_flat30,test,90,300,3.3333333333333335,0.5879333675870132,0.8391634426993846,0.7597335072446649,0.6958055555497646,0.7001979779716768,0.7001979779716768,0.26122144327879615,0.2612214432531867,0.26122144327544183,-1.3270177318114307e-10,-1.7381374117775295e-11,0.1916629694999546,0.19166296947260156,0.19183500402449477,0.1918350039976041,-0.00017203452454017665,-0.00017203452500252903,-0.09610560922143731,-0.09610560948684085,0.7656736633022754,0.06297981211832504,-1.0396297341526628,0.19166296947260156,0.7008730157707908,0.13087301585647032,1.0,0.011111111111111112
flat30-60_flat30-12,satlib_graph_coloring_flat30,test,90,300,3.3333333333333335,0.587421715990514,0.841694042886566,0.7597335072446649,0.6899722222175968,0.6987341227621425,0.6987341227621425,0.25676080754802044,0.25676080753904046,0.2567608075521394,-4.7056525342981104e-11,2.1584012355191362e-11,0.18808016817265408,0.18808016814581235,0.18853520284566094,0.18853520281895406,-0.0004550346730068655,-0.0004550346731417021,-0.25420121096674936,-0.2542012110608624,0.7656736633022754,0.06297981211832504,-1.0628729792541376,0.18808016814581235,0.7023544972521046,0.11420634919313358,1.0,0.011111111111111112
flat30-60_flat30-13,satlib_graph_coloring_flat30,test,90,300,3.3333333333333335,0.5864374699763681,0.8614893839375228,0.7597335072446649,0.6959166666619173,0.7057912875680146,0.7057912875680146,0.2787202280687402,0.27872022813296954,0.2787202280964526,3.194929876215724e-10,1.3784839936192839e-10,0.16078040967744497,0.1607804096544993,0.1641794216042317,0.1641794215798912,-0.003399011926786738,-0.0033990119253919093,-1.8988288126926351,-1.8988288120536492,0.7656736633022754,0.06297981211832504,-0.9508185832756112,0.1607804096544993,0.7052116401093834,0.13119047617690646,1.0,0.011111111111111112
flat30-60_flat30-14,satlib_graph_coloring_flat30,test,90,300,3.3333333333333335,0.587211831266301,0.841694042886566,0.7597335072446649,0.7001111111060612,0.7020564067836705,0.7020564067836705,0.2669560916143988,0.266956091594712,0.2669560916430043,-1.0060194344241324e-10,1.4617718147036385e-10,0.18808016817265408,0.18808016814581235,0.18880084218661128,0.18880084216007648,-0.000720674013957201,-0.0007206740142641221,-0.4025983467361487,-0.4025983469373526,0.7656736633022754,0.06297981211832504,-1.0101214083978538,0.18808016814581235,0.7029629628605002,0.14317460316017463,1.0,0.011111111111111112
flat30-60_flat30-15,satlib_graph_coloring_flat30,test,90,300,3.3333333333333335,0.5865921788062088,0.8525086748116587,0.7597335072446649,0.6950277777738993,0.7030924143812223,0.7030924143812223,0.27018748368840567,0.27018748371722984,0.2701874837514053,1.4617718147036385e-10,3.194929876215724e-10,0.1730085916626891,0.17300859163799828,0.17526920270068921,0.17526920267530813,-0.0022606110380001265,-0.0022606110373098454,-1.2628709359380164,-1.262870935645662,0.7656736633022754,0.06297981211832504,-0.9936715721298628,0.17300859163799828,0.7047619046594342,0.1286507936397122,1.0,0.011111111111111112
flat30-60_flat30-16,satlib_graph_coloring_flat30,test,90,300,3.3333333333333335,0.5864647656045,0.8525086748116587,0.7597335072446649,0.6968055555516338,0.7036404195327656,0.7036404195327656,0.2719066836036083,0.27190668363089865,0.2719066835836918,1.3784839936192839e-10,-1.0060194344241324e-10,0.1730085916626891,0.17300859163799828,0.17531367470743278,0.17531367468207823,-0.0023050830447436943,-0.0023050830440799475,-1.2877148404555205,-1.2877148401798237,0.7656736633022754,0.06297981211832504,-0.9849702893996918,0.17300859163799828,0.7051322750297666,0.1337301587189537,1.0,0.011111111111111112
flat30-60_flat30-17,satlib_graph_coloring_flat30,calibration,90,300,3.3333333333333335,0.5878876481734213,0.8525086748116587,0.7597335072446649,0.6678888888748653,0.6943297709143977,0.6943297709143977,0.2436436841117405,0.2436436841647344,0.24364368408728607,2.875700788607105e-10,-1.3270177318114307e-10,0.1730085916626891,0.17300859163799828,0.17457984343243085,0.17457984340659446,-0.001571251769741766,-0.0015712517685961824,-0.8777663028680383,-0.8777663022928981,0.7656736633022754,0.06297981211832504,-1.132805735474497,0.17300859163799828,0.7010052909038315,0.11301587297580537,0.9666666666666667,0.022222222222222223
pigeon-hole_hole10,satlib_dimacs_pigeonhole,test,110,561,5.1,0.5500000000225,1.0,0.7978840442882552,0.815789473683241,0.7655618129706282,0.7655618129706282,0.4995560073201053,0.4995560078222859,0.4995560075722677,2.0087236318744317e-09,1.0086505519701916e-09,0.0,0.0,-0.0038263429715333225,-0.003826342978442287,0.0038263429715333225,0.003826342978442287,2.1375536297279005,2.137553633745348,0.7656736633022754,0.06297981211832504,-0.0017759711863741476,0.0,0.818181818107438,0.47368421052354565,1.0,0.00909090909090909
pigeon-hole_hole6,satlib_dimacs_pigeonhole,test,42,133,3.1666666666666665,0.5833333333680556,1.0,0.6821396416884449,0.8090909090880165,0.7785826204613402,0.7532633737449972,0.4508958211741955,0.45089582179327775,0.45089582167153297,2.500445406283802e-09,2.0087236318744317e-09,0.0,0.0,-0.0056798470738152335,-0.005679847082347761,0.0056798470738152335,0.005679847082347761,3.172997773398217,3.172997778399108,0.7656736633022754,0.06297981211832504,-0.1970518669342005,0.0,0.7142857141836735,0.4545454545371901,1.0,0.023809523809523808
pigeon-hole_hole7,satlib_dimacs_pigeonhole,test,56,204,3.642857142857143,0.5714285714591837,1.0,0.8852573387803092,0.8115384615363905,0.774028620663517,0.774028620663517,0.5331166663900834,0.5331166666411399,0.5331166663851667,1.0086505519701916e-09,-1.9753303159841806e-11,0.0,0.0,-0.0014085065502826557,-0.0014085065537897715,0.0014085065502826557,0.0014085065537897715,0.786850084127643,0.7868500861449441,0.7656736633022754,0.06297981211832504,0.1326608810044054,0.0,0.74999999990625,0.4615384615325443,1.0,0.017857142857142856
pigeon-hole_hole8,satlib_dimacs_pigeonhole,test,72,297,4.125,0.5625000000273438,1.0,0.9941849731002634,0.8133333333317778,0.7705432720959485,0.7705432720959485,0.5193204141047466,0.5193204140047317,0.5193204140047317,-4.006578402382388e-10,-4.006578402382388e-10,0.0,0.0,0.0008152060700884229,0.0008152060714625984,-0.0008152060700884229,-0.0008152060714625984,-0.45540786778856,-0.4554078685898757,0.7656736633022754,0.06297981211832504,0.0773201543448069,0.0,0.777777777691358,0.46666666666222223,1.0,0.013888888888888888
pigeon-hole_hole9,satlib_dimacs_pigeonhole,calibration,90,415,4.611111111111111,0.5555555555802469,1.0,0.9613187070413256,0.8147058823517301,0.7677905850290521,0.7677905850290521,0.5084023846985489,0.508402384693612,0.5084023853234838,-1.9753303159841806e-11,2.500445406283802e-09,0.0,0.0,-6.969677602329787e-05,-6.969677594746509e-05,6.969677602329787e-05,6.969677594746509e-05,0.038935505174860496,0.03893550513535389,0.7656736633022754,0.06297981211832504,0.033612703111369255,0.0,0.79999999992,0.47058823529065746,1.0,0.011111111111111112
uf20-91_uf20-01,satlib_random_3sat_uf20,test,20,91,4.55,0.7698957042142732,0.8220794645026646,0.9734469010825562,0.9215777763015414,0.835524578102855,0.835524578102855,0.7519613008862176,0.7519613008999374,0.7519613008229511,7.355849263035452e-11,-3.3920244391083543e-10,0.216427417534379,0.21642741751853936,0.2289218847947134,0.22892188477768782,-0.012494467260334402,-0.012494467259148462,-6.979926797607943,-6.979926797460826,0.7656736633022754,0.06297981211832504,1.1091000822332746,0.21642741751853936,0.29887723041728437,0.7759365037186895,1.0,0.05
uf20-91_uf20-010,satlib_random_3sat_uf20,test,20,91,4.55,0.7926580906860032,0.8454370214828676,0.9734469010825562,0.9310366968960846,0.8544985284669354,0.8544985284669354,0.8038243647585432,0.8038243647047972,0.8038243647047972,-3.4083136313256546e-10,-3.4083136313256546e-10,0.1828202155819321,0.18282021556855207,0.20082051529187867,0.20082051527838973,-0.01800029970994657,-0.018000299709837658,-10.05571279611868,-10.055712796800343,0.7656736633022754,0.06297981211832504,1.4103704373770998,0.18282021556855207,0.2615779889845739,0.8029619911316701,1.0,0.05
uf20-91_uf20-0100,satlib_random_3sat_uf20,test,20,91,4.55,0.8354233086150067,0.8086893413431722,0.9734469010825562,0.9363897594034803,0.8584499655749788,0.8584499655749788,0.8135298984942182,0.8135298984231479,0.8135298984653865,-4.684959087342122e-10,-1.9005941265248794e-10,0.23656878963320643,0.23656878961589273,0.24753375571099223,0.24753375569454614,-0.010964966077785798,-0.01096496607865341,-6.1254841016047274,-6.125484102541719,0.7656736633022754,0.06297981211832504,1.4731117663057531,0.23656878961589273,0.19699796461010183,0.8182564554385152,1.0,0.05
uf20-91_uf20-01000,satlib_random_3sat_uf20,test,20,91,4.55,0.8154512607827686,0.8187785072584971,0.9734469010825562,0.9333023047183923,0.8541397369962878,0.8541397369962878,0.8029244566538355,0.8029244566001612,0.8029244566348831,-3.3920244391083543e-10,-1.1977219216419144e-10,0.22133152146548993,0.22133152144929136,0.23446310017235011,0.2344631001563963,-0.013131578706860186,-0.013131578707104935,-7.3358436339172215,-7.335843634595626,0.7656736633022754,0.06297981211832504,1.40467350913019,0.22133152144929136,0.22631486158974007,0.8094351563382636,1.0,0.05
uf20-91_uf20-0101,satlib_random_3sat_uf20,test,20,91,4.55,0.8250588085160263,0.7889861069053323,0.9734469010825562,0.9245385957967042,0.8442928324106181,0.8442928324106181,0.7770094875151541,0.7770094874944016,0.7770094875278992,-1.1977219216419144e-10,7.355849263035452e-11,0.26744944082447575,0.26744944080490196,0.27137304278259916,0.27137304276316443,-0.003923601958123413,-0.003923601958262468,-2.1918865270546672,-2.1918865272942116,0.7656736633022754,0.06297981211832504,1.24832333509326,0.26744944080490196,0.2120348145832512,0.7843959879905833,1.0,0.05
uf20-91_uf20-0102,satlib_random_3sat_uf20,calibration,20,91,4.55,0.7803813606404371,0.7737688522434405,0.9734469010825562,0.9423250524368464,0.8286534754206004,0.8286534754206004,0.731058578626883,0.7310585786525629,0.7310585785439936,1.3061152159821177e-10,-4.2158898594379934e-10,0.29237561982133214,0.2923756197999341,0.28953967651411405,0.28953967649245776,0.0028359433072180917,0.0028359433074763296,1.5842753655763826,1.5842753658376056,0.7656736633022754,0.06297981211832504,0.9999999999841218,0.2923756197999341,0.2814247628612351,0.8352144355338469,1.0,0.05
uf20-91_uf20-0103,satlib_random_3sat_uf20,test,20,91,4.55,0.8291576054072232,0.8140071713673621,0.9734469010825562,0.9329051516265516,0.8571054770439418,0.8571054770439418,0.8102697419054397,0.8102697418406276,0.8102697418783366,-4.2158898594379934e-10,-1.763003076860059e-10,0.22849040547618393,0.22849040545946145,0.24070170344832745,0.24070170343221262,-0.012211297972143514,-0.012211297972751167,-6.821736707408752,-6.82173670825193,0.7656736633022754,0.06297981211832504,1.451763837726836,0.22849040545946145,0.20604333057871566,0.8083004332187189,1.0,0.05
uf20-91_uf20-0104,satlib_random_3sat_uf20,test,20,91,4.55,0.8054249058085798,0.8036128663305199,0.9734469010825562,0.9378775081098116,0.8467190919760281,0.8467190919760281,0.7836131579901285,0.7836131579602345,0.7836131580122756,-1.763003076860059e-10,1.3061152159821177e-10,0.24438027551823746,0.24438027550035205,0.25311597472958647,0.2531159747116872,-0.008735699211349007,-0.00873569921133513,-4.880123317839291,-4.880123318191892,0.7656736633022754,0.06297981211832504,1.286847736544523,0.24438027550035205,0.2415806772154418,0.8225071660280333,1.0,0.05
uf20-91_uf20-0105,satlib_random_3sat_uf20,calibration,20,91,4.55,0.8124536770894611,0.7896123793044835,0.9734469010825562,0.9306094398347589,0.8420282653348444,0.8420282653348444,0.7707173714161053,0.7707173714026697,0.7707173714026697,-7.603073726158982e-11,-7.603073726158982e-11,0.2664441772002491,0.2664441771807489,0.2704384305990326,0.27043843057950967,-0.003994253398783509,-0.00399425339876075,-2.2313553474275514,-2.231355347579613,0.7656736633022754,0.06297981211832504,1.2123663037911798,0.2664441771807489,0.23083940438599027,0.8017412566707394,1.0,0.05
uf20-91_uf20-0106,satlib_random_3sat_uf20,test,20,91,4.55,0.8407744272406003,0.7852970940554609,0.9734469010825562,0.920780081263094,0.8471424930486247,0.8471424930486247,0.7847509274143097,0.7847509273822055,0.7847509273351728,-1.9005941265248794e-10,-4.684959087342122e-10,0.2734034132884356,0.27340341326842604,0.27623923053313193,0.2762392305135934,-0.002835817244696337,-0.002835817245167349,-1.5842049418315847,-1.5842049422117035,0.7656736633022754,0.06297981211832504,1.2935705427636703,0.27340341326842604,0.18937965713583135,0.7736573750374115,1.0,0.05
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,50,218,4.36,0.8465971682730862,0.7995467664846911,0.9968051145430329,0.8001884316890127,0.8151502205997015,0.8151502205997015,0.6868844770478482,0.6868844770229255,0.6868844770533915,-1.1587908410604086e-10,2.5774493650487784e-11,0.2507085788263977,0.25070857880724956,0.2560455211486876,0.25604552112956025,-0.005336942322289928,-0.005336942322310689,-2.9814369797822375,-2.9814369800139957,0.7656736633022754,0.06297981211832504,0.7855939170425777,0.25070857880724956,0.18119932061647392,0.4291098048257505,1.0,0.02
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,50,218,4.36,0.815134170004733,0.7834332214563531,0.9968051145430329,0.8063201255017887,0.8015172265849548,0.8015172265849548,0.6385619002115198,0.6385619002127221,0.6385619001814751,5.208999898087541e-12,-1.3017620315025624e-10,0.27643297811344214,0.27643297809232925,0.2752928458327002,0.2752928458116528,0.0011401322807419456,0.0011401322806764425,0.6369251039964354,0.6369251040068534,0.7656736633022754,0.06297981211832504,0.5691278217021075,0.27643297809232925,0.22679190346565106,0.4466289300051104,1.0,0.02
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,test,50,218,4.36,0.8285316499959181,0.7873921702136953,0.9968051145430329,0.8050587894349703,0.8068186532107365,0.8068186532107365,0.6577547203511188,0.6577547203424177,0.6577547203522914,-3.8652414602324825e-11,5.208999898087541e-12,0.2700151688641276,0.27001516884350485,0.2707258077859338,0.27072580776539695,-0.0007106389218062281,-0.0007106389218921039,-0.39699232871540385,-0.3969923287927087,0.7656736633022754,0.06297981211832504,0.653304424448037,0.27001516884350485,0.20695449595066978,0.44302511267134376,1.0,0.02
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,50,218,4.36,0.8299977060243366,0.8141636959440668,0.9968051145430329,0.7994058942723948,0.8144266762840983,0.8144266762840983,0.6844083054831844,0.6844083054684339,0.6844083054702023,-6.829159460153278e-11,-6.010436592873702e-11,0.22825422577291335,0.22825422575548018,0.2375027395013379,0.2375027394834663,-0.009248513728424557,-0.00924851372798613,-5.1666027423203476,-5.166602742456931,0.7656736633022754,0.06297981211832504,0.7741054052281503,0.22825422575548018,0.20482260702860153,0.4268739836354138,1.0,0.02
