dataset_id,family,split,n_vars,n_clauses,regret_gate_to_moms,delta_gate_vs_moms,gate_v17_cost,moms_cost,score_with_R_cost,G_gate,R_rob,H,B,S,V,paper69_degree_cv,paper69_literal_imbalance,paper69_clustering_mean,paper69_largest_component_frac,min_clause_len,mean_clause_len,clause_length_cv,clause_length_entropy,unit_binary_fraction,short_clause_fraction,short_clause_pressure,short_variable_concentration,short_variable_entropy,moms_local_signal,weighted_clause_pressure,jw_variable_concentration,variable_occurrence_cv,literal_polarity_imbalance,propagation_cascade_mean,propagation_cascade_max,propagation_cascade_cv,propagation_conflict_fraction
flat30-60_flat30-10,satlib_graph_coloring_flat30,test,90,300,4.779999999999998,-4.779999999999998,8.987999999999998,4.208,5.3919999999999995,0.0326232089427294,0.6986069246262756,0.5884275907513312,0.8319256396665354,0.7597335072446649,0.6964999999942452,0.20203050888158067,0.6994444443421736,0.1328571428407003,1.0,2,2.1,0.14285714285707482,0.46899559358639586,0.8999999999999969,0.8999999999999969,2.9999999999999667,0.014814814814814786,0.9933419110636078,3.0444444444444105,0.23749999999999918,0.014529914529914431,0.2020305089104133,0.6994444444443426,4.0,9,0.7905694150418973,0.0
flat30-60_flat30-100,satlib_graph_coloring_flat30,test,90,300,2.5240000000000005,-2.5240000000000005,5.844,3.32,7.0,0.0349291484794218,0.7007803229397603,0.5867834024476579,0.8442895533747531,0.7597335072446649,0.6946666666627871,0.18442777836448254,0.7042063491037507,0.12761904760796294,1.0,2,2.1,0.14285714285707482,0.46899559358639586,0.8999999999999969,0.8999999999999969,2.9999999999999667,0.014814814814814786,0.9948427355096058,3.0444444444444105,0.23749999999999918,0.014529914529914431,0.18442777839080302,0.7042063492062467,4.0,9,0.7839536550925865,0.0
flat30-60_flat30-11,satlib_graph_coloring_flat30,test,90,300,-4.6800000000000015,4.6800000000000015,3.911999999999999,8.592,8.524000000000001,0.0342963149169615,0.7001979779716768,0.5879333675870132,0.8391634426993846,0.7597335072446649,0.6958055555497646,0.19166296947260156,0.7008730157707908,0.13087301585647032,1.0,2,2.1,0.14285714285707482,0.46899559358639586,0.8999999999999969,0.8999999999999969,2.9999999999999667,0.014814814814814786,0.9940039749735117,3.0444444444444105,0.23749999999999918,0.014529914529914431,0.1916629694999546,0.7008730158729136,4.0,9,0.786606636127417,0.0
flat30-60_flat30-12,satlib_graph_coloring_flat30,test,90,300,0.0,0.0,4.504,4.504,5.688,0.0327540145549503,0.6987341227621425,0.587421715990514,0.841694042886566,0.7597335072446649,0.6899722222175968,0.18808016814581235,0.7023544972521046,0.11420634919313358,1.0,2,2.1,0.14285714285707482,0.46899559358639586,0.8999999999999969,0.8999999999999969,2.9999999999999667,0.014814814814814786,0.9943875462742396,3.0444444444444105,0.23749999999999918,0.014529914529914431,0.18808016817265408,0.7023544973543946,4.0,9,0.7852812659591202,0.0
pigeon-hole_hole10,satlib_dimacs_pigeonhole,calibration,110,561,28.691999999999553,-28.691999999999553,2432.644,2403.952,2445.856,0.2293427176589996,0.7655618129706282,0.5500000000225,1.0,0.7978840442882552,0.815789473683241,0.0,0.818181818107438,0.47368421052354565,1.0,2,2.156862745098039,0.5142594772263416,0.13923299905221354,0.9803921568627433,0.9803921568627433,4.999999999999955,0.009090909090909084,0.9999999999765996,5.0454545454545,0.24511718749999956,0.009090909090909058,0.0,0.818181818181743,6.0,11,0.8333333333331945,0.0
pigeon-hole_hole6,satlib_dimacs_pigeonhole,test,42,133,301.96400000000006,-301.96400000000006,1189.18,887.216,1101.092,0.1663108730406437,0.7532633737449972,0.5833333333680556,1.0,0.6821396416884449,0.8090909090880165,0.0,0.7142857141836735,0.4545454545371901,1.0,2,2.210526315789474,0.4040610178207015,0.2974722489164043,0.9473684210526245,0.9473684210526245,2.9999999999999285,0.023809523809523715,0.9999999999887638,3.071428571428498,0.23766447368420876,0.023809523809523434,0.0,0.7142857142856123,4.0,7,0.7499999999998125,0.0
pigeon-hole_hole7,satlib_dimacs_pigeonhole,calibration,56,204,21.868000000000393,-21.868000000000393,2418.5,2396.6319999999996,2403.0240000000003,0.2815745163638924,0.774028620663517,0.5714285714591837,1.0,0.8852573387803092,0.8115384615363905,0.0,0.74999999990625,0.4615384615325443,1.0,2,2.196078431372549,0.44194173824139094,0.23868451134811602,0.9607843137254856,0.9607843137254856,3.4999999999999374,0.01785714285714281,0.9999999999860874,3.562499999999936,0.240502450980391,0.017857142857142676,0.0,0.749999999999907,4.5,8,0.7777777777776049,0.0
pigeon-hole_hole8,satlib_dimacs_pigeonhole,test,72,297,35.79600000000028,-35.79600000000028,2434.5640000000003,2398.768,2416.728,0.2592218400280782,0.7705432720959485,0.5625000000273438,1.0,0.9941849731002634,0.8133333333317778,0.0,0.777777777691358,0.46666666666222223,1.0,2,2.1818181818181817,0.4714045207908157,0.19590927087071955,0.9696969696969664,0.9696969696969664,3.999999999999945,0.013888888888888864,0.9999999999831662,4.055555555555499,0.2425426136363628,0.013888888888888793,0.0,0.7777777777776917,5.0,9,0.79999999999984,0.0
pigeon-hole_hole9,satlib_dimacs_pigeonhole,test,90,415,52.36400000000049,-52.36400000000049,2453.572,2401.2079999999996,2428.8959999999997,0.2424046179718122,0.7677905850290521,0.5555555555802469,1.0,0.9613187070413256,0.8147058823517301,0.0,0.79999999992,0.47058823529065746,1.0,2,2.1686746987951806,0.49497474683035503,0.16386051286627307,0.9759036144578289,0.9759036144578289,4.49999999999995,0.011111111111111098,0.9999999999800001,4.549999999999949,0.24402296686746927,0.011111111111111056,0.0,0.7999999999999201,5.5,10,0.8181818181816695,0.0
uf20-91_uf20-01,satlib_random_3sat_uf20,calibration,20,91,0.0959999999999992,-0.0959999999999992,7.351999999999999,7.256,0.968,0.7433273655153347,0.835524578102855,0.7698957042142732,0.8220794645026646,0.9734469010825562,0.9215777763015414,0.21642741751853936,0.29887723041728437,0.7759365037186895,1.0,3,3.0,0.0,0.0,0.0,0.9999999999999891,4.5499999999997724,0.06959706959706934,0.9919367889626686,4.866666666666422,0.12499999999999864,0.06959706959706756,0.21642741753437897,0.2988772304406745,1.0,1,0.0,0.0
uf20-91_uf20-010,satlib_random_3sat_uf20,calibration,20,91,1.632,-1.632,2.892,1.26,3.196,0.8429594296192963,0.8544985284669354,0.7926580906860032,0.8454370214828676,0.9734469010825562,0.9310366968960846,0.18282021556855207,0.2615779889845739,0.8029619911316701,1.0,3,3.0,0.0,0.0,0.0,0.9999999999999891,4.5499999999997724,0.062271062271062036,0.9941829243721236,4.833333333333091,0.12499999999999864,0.06227106227106044,0.1828202155819321,0.2615779890044397,1.0,1,0.0,0.0
uf20-91_uf20-0100,satlib_random_3sat_uf20,test,20,91,1.916,-1.916,2.884,0.968,1.264,0.8592319140883858,0.8584499655749788,0.8354233086150067,0.8086893413431722,0.9734469010825562,0.9363897594034803,0.23656878961589273,0.19699796461010183,0.8182564554385152,1.0,3,3.0,0.0,0.0,0.0,0.9999999999999891,4.5499999999997724,0.06959706959706934,0.9900092332732665,4.866666666666422,0.12499999999999864,0.06959706959706756,0.23656878963320643,0.1969979646256581,1.0,1,0.0,0.0
uf20-91_uf20-01000,satlib_random_3sat_uf20,test,20,91,1.6839999999999993,-1.6839999999999993,4.9879999999999995,3.3040000000000003,2.2920000000000003,0.8414085409890054,0.8541397369962878,0.8154512607827686,0.8187785072584971,0.9734469010825562,0.9333023047183924,0.22133152144929136,0.22631486158974007,0.8094351563382636,1.0,3,3.0,0.0,0.0,0.0,0.9999999999999891,4.5499999999997724,0.06593406593406569,0.9908590389468708,4.849999999999756,0.12499999999999864,0.06593406593406399,0.22133152146548993,0.22631486160896,1.0,1,0.0,0.0
uf20-91_uf20-0101,satlib_random_3sat_uf20,test,20,91,-0.4720000000000002,0.4720000000000002,1.848,2.3200000000000003,10.164,0.7938843353398684,0.8442928324106181,0.8250588085160263,0.7889861069053323,0.9734469010825562,0.9245385957967042,0.26744944080490196,0.2120348145832512,0.7843959879905833,1.0,3,3.0,0.0,0.0,0.0,0.9999999999999891,4.5499999999997724,0.08058608058608029,0.9881613215277264,4.916666666666419,0.12499999999999864,0.08058608058607822,0.2674494408244758,0.21203481460058676,1.0,1,0.0,0.0
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,50,218,16.08,-16.08,54.6,38.52,63.848,0.5988584263803252,0.8151502205997015,0.8465971682730862,0.7995467664846911,0.9968051145430328,0.8001884316890127,0.25070857880724956,0.18119932061647392,0.4291098048257505,1.0,3,3.0,0.0,0.0,0.0,0.9999999999999954,4.359999999999912,0.030581039755351633,0.9917527122021991,4.493333333333243,0.12499999999999943,0.03058103975535131,0.2507085788263977,0.18119932063119448,1.0,1,0.0,0.0
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,50,218,27.840000000000003,-27.840000000000003,69.668,41.828,55.508,0.4893346867267158,0.8015172265849548,0.815134170004733,0.7834332214563531,0.9968051145430328,0.8063201255017887,0.27643297809232925,0.22679190346565106,0.4466289300051104,1.0,3,3.0,0.0,0.0,0.0,0.9999999999999954,4.359999999999912,0.03211009174311922,0.9897329558093817,4.499999999999909,0.12499999999999943,0.03211009174311887,0.27643297811344214,0.2267919034869286,1.0,1,0.0,0.0
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,calibration,50,218,4.684000000000001,-4.684000000000001,33.524,28.84,36.196,0.532391501731919,0.8068186532107365,0.8285316499959181,0.7873921702136953,0.9968051145430328,0.8050587894349703,0.27001516884350485,0.20695449595066978,0.44302511267134376,1.0,3,3.0,0.0,0.0,0.0,0.9999999999999954,4.359999999999912,0.03211009174311922,0.9908081656325928,4.499999999999909,0.12499999999999943,0.03211009174311887,0.2700151688641275,0.20695449596841015,1.0,1,0.0,0.0
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,50,218,24.875999999999998,-24.875999999999998,79.78,54.904,72.288,0.5931926194604034,0.8144266762840983,0.8299977060243366,0.8141636959440668,0.9968051145430328,0.7994058942723948,0.22825422575548018,0.20482260702860153,0.4268739836354138,1.0,3,3.0,0.0,0.0,0.0,0.9999999999999954,4.359999999999912,0.029051987767584053,0.9932223408985593,4.486666666666577,0.12499999999999943,0.029051987767583744,0.22825422577291335,0.2048226070455004,1.0,1,0.0,0.0
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,calibration,50,218,21.803999999999995,-21.803999999999995,60.94,39.136,81.03999999999999,0.4676084982680801,0.798839692650551,0.8040681653046197,0.7811199449015138,0.9968051145430328,0.8116491025116841,0.2802131177511839,0.24367565232625743,0.4618545786048115,1.0,3,3.0,0.0,0.0,0.0,0.9999999999999954,4.359999999999912,0.030581039755351633,0.9893615527839922,4.493333333333243,0.12499999999999943,0.03058103975535131,0.28021311777258545,0.2436756523490043,1.0,1,0.0,0.0
